RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_144642	SYNPR	0.0	0.0	798	6296140.0
NM_144643	SCLT1	20.5161756375	267.0	2067	6296140.0
NM_001161546	LOC389333	0.156326252038	3.0	3048	6296140.0
NM_000152	GAA	5.05536899559	91.0	2859	6296140.0
NM_004973	JARID2	1.61332369384	38.0	3741	6296140.0
NM_001008783	SLC35D3	0.0	0.0	1251	6296140.0
NM_000159	GCDH	32.5614407433	270.0	1317	6296140.0
NM_000158	GBE1	72.0710719636	957.0	2109	6296140.0
NM_144648	LRGUK	0.192285075146	3.0	2478	6296140.0
NM_144649	TMEM71	0.0	0.0	831	6296140.0
NM_021020	LZTS1	0.0	0.0	1791	6296140.0
NM_021021	SNTB1	0.392894179518	4.0	1617	6296140.0
NM_021023	CFHR3	0.0	0.0	993	6296140.0
NM_021025	TLX3	8.88418508155	49.0	876	6296140.0
NM_001142633	PIK3R5	0.0	0.0	2643	6296140.0
NM_021027	UGT1A9	0.0	0.0	1593	6296140.0
NM_021029	RPL36A	44.0362773029	89.0	321	6296140.0
NM_174856	IDH3B	68.1012380244	301.0	702	6296140.0
NM_015556	SIPA1L1	2.31715056206	79.0	5415	6296140.0
NM_173536	GABRG1	0.0	0.0	1398	6296140.0
NM_004445	EPHB6	0.0	0.0	3066	6296140.0
NM_173535	CLEC4F	0.0	0.0	1770	6296140.0
NM_173533	TDRD5	0.0	0.0	2946	6296140.0
NM_173531	ZNF100	1.85249967424	19.0	1629	6296140.0
NM_015554	GLCE	3.42669842654	40.0	1854	6296140.0
NM_173538	CNBD1	0.0	0.0	1311	6296140.0
NM_001001952	OR5D18	0.0	0.0	942	6296140.0
NM_001001953	OR10G9	0.0	0.0	936	6296140.0
NM_001102445	RGS4	1.04836615228	6.0	909	6296140.0
NM_001001956	OR13C9	0.0	0.0	957	6296140.0
NM_001001957	OR2W3	0.0	0.0	945	6296140.0
NM_001001954	OR5A2	0.0	0.0	975	6296140.0
NM_001001955	OR4C13	0.0	0.0	930	6296140.0
NM_001001958	OR7G3	0.0	0.0	939	6296140.0
NM_001001959	OR11L1	0.0	0.0	969	6296140.0
NM_015559	SETBP1	0.563570658567	17.0	4791	6296140.0
NM_201574	SLC4A3	0.168071399016	4.0	3780	6296140.0
NM_201575	SEZ6L2	2.0340144612	35.0	2733	6296140.0
NM_001011724	HNRNPA1L2	2.14408840801	13.0	963	6296140.0
NM_003353	UCN	0.0	0.0	375	6296140.0
NM_003350	UBE2V2	246.218843689	679.0	438	6296140.0
NM_006271	S100A1	0.0	0.0	285	6296140.0
NM_139343	BIN1	41.9796517088	471.0	1782	6296140.0
NM_006277	ITSN2	7.29596161453	234.0	5094	6296140.0
NM_006274	CCL19	0.0	0.0	297	6296140.0
NM_006275	SFRS6	158.060189596	1030.0	1035	6296140.0
NM_001002030	ECHDC1	146.030115049	833.0	906	6296140.0
NM_001002031	ATP5G2	1153.00702826	3441.0	474	6296140.0
NM_003358	UGCG	12.464940846	93.0	1185	6296140.0
NM_003359	UGDH	434.984059872	4067.0	1485	6296140.0
NM_001002034	FAM109B	16.4936220996	81.0	780	6296140.0
NM_001002035	DEFB108B	0.0	0.0	222	6296140.0
NM_001002036	ASTL	0.0	0.0	1296	6296140.0
NM_001145004	LOC727832	0.0	0.0	2253	6296140.0
NM_004810	GRAP2	0.0	0.0	993	6296140.0
NM_004811	LPXN	1.91523222135	14.0	1161	6296140.0
NM_004813	PEX16	22.6223105619	144.0	1011	6296140.0
NM_004814	SNRNP40	104.997677067	710.0	1074	6296140.0
NM_004815	ARHGAP29	16.1512352739	385.0	3786	6296140.0
NM_020199	C5orf15	16.1215855109	81.0	798	6296140.0
NM_004817	TJP2	3.4672663928	78.0	3573	6296140.0
NM_004818	DDX23	66.9358164876	1038.0	2463	6296140.0
NM_020196	XAB2	29.1307396204	471.0	2568	6296140.0
NM_020195	SDR39U1	24.3103273577	135.0	882	6296140.0
NM_020194	MFF	86.5910707788	561.0	1029	6296140.0
NM_020193	C11orf30	6.32268596299	158.0	3969	6296140.0
NM_020192	C7orf36	46.1789125843	198.0	681	6296140.0
NM_020191	MRPS22	71.2743780481	486.0	1083	6296140.0
NM_020190	OLFML3	0.0	0.0	1221	6296140.0
NM_152221	CSNK1E	28.8200129176	227.0	1251	6296140.0
NM_014315	KLHDC2	21.0729324123	162.0	1221	6296140.0
NM_182970	RIMS4	2.74516618393	14.0	810	6296140.0
NM_032961	PCDH10	0.0	0.0	3123	6296140.0
NM_005664	MKRN3	0.416870005434	4.0	1524	6296140.0
NM_006712	FASTK	2.59899499751	27.0	1650	6296140.0
NM_032965	CCL15	0.0	0.0	342	6296140.0
NM_032966	CXCR5	0.0	0.0	984	6296140.0
NM_145119	PJA1	8.9607631758	109.0	1932	6296140.0
NM_003689	AKR7A2	28.3830575088	193.0	1080	6296140.0
NM_205856	SPACA5	0.0	0.0	480	6296140.0
NM_014310	RASD2	0.0	0.0	801	6296140.0
NM_145314	UCMA	0.0	0.0	417	6296140.0
NM_003680	YARS	352.683057073	3524.0	1587	6296140.0
NM_032830	CIRH1A	146.112026708	1896.0	2061	6296140.0
NM_003682	MADD	13.5890009478	423.0	4944	6296140.0
NM_003683	RRP1	124.105448955	1083.0	1386	6296140.0
NM_003684	MKNK1	18.404900197	162.0	1398	6296140.0
NM_003685	KHSRP	119.418033776	1606.0	2136	6296140.0
NM_003687	PDLIM4	0.0	0.0	993	6296140.0
NM_003176	SYCP1	0.0	0.0	2931	6296140.0
NM_003177	SYK	0.0	0.0	1908	6296140.0
NM_003175	XCL2	0.0	0.0	345	6296140.0
NM_003172	SURF1	14.7746485647	84.0	903	6296140.0
NM_001013618	IGLL3	0.0	0.0	675	6296140.0
NM_001127328	ACADM	86.0004778346	692.0	1278	6296140.0
NM_006411	AGPAT1	11.1850332444	60.0	852	6296140.0
NM_130434	DPP8	11.4518864347	191.0	2649	6296140.0
NM_001128844	SMARCA4	57.8255359479	1800.0	4944	6296140.0
NM_001127325	MAD2L2	92.6493587076	371.0	636	6296140.0
NM_001127322	CBX5	253.958510029	921.0	576	6296140.0
NM_001127323	GRM8	0.0	0.0	2727	6296140.0
NM_006418	OLFM4	0.0	0.0	1533	6296140.0
NM_006419	CXCL13	0.0	0.0	330	6296140.0
NM_002889	RARRES2	1.29128026073	4.0	492	6296140.0
NM_001098398	COPA	131.369454208	3062.0	3702	6296140.0
NM_001113347	ECE1	94.1664854171	1350.0	2277	6296140.0
NM_002887	RARS	149.055938236	1861.0	1983	6296140.0
NM_002886	RAP2B	95.8143989119	333.0	552	6296140.0
NM_002881	RALB	49.6175999704	194.0	621	6296140.0
NM_002880	RAF1	19.3333902828	237.0	1947	6296140.0
NM_002883	RANGAP1	187.90982665	2087.0	1764	6296140.0
NM_002882	RANBP1	87.2764821772	333.0	606	6296140.0
NM_024298	MBOAT7	42.7569375129	382.0	1419	6296140.0
NM_024299	PPDPF	132.586411467	288.0	345	6296140.0
NM_020890	KIAA1524	47.9170445539	820.0	2718	6296140.0
NM_004444	EPHB4	10.7171033786	200.0	2964	6296140.0
NM_024292	UBL5	813.454215062	1137.0	222	6296140.0
NM_024293	FAM134A	23.9409057165	246.0	1632	6296140.0
NM_024294	C6orf106	32.4029290846	183.0	897	6296140.0
NM_024295	DERL1	145.381760149	692.0	756	6296140.0
NM_024296	CCDC28B	19.7546607052	75.0	603	6296140.0
NM_024297	PHF23	39.8379137866	304.0	1212	6296140.0
NM_032507	PGBD1	5.16352686977	79.0	2430	6296140.0
NM_032505	KBTBD8	2.02271974397	23.0	1806	6296140.0
NM_032504	C2orf21	0.0	0.0	9777	6296140.0
NM_032501	ACSS1	0.0	0.0	2070	6296140.0
NM_001469	XRCC6	275.73490643	3177.0	1830	6296140.0
NM_001081552	SPAG11A	0.0	0.0	327	6296140.0
NM_001081550	THOC2	27.500867184	828.0	4782	6296140.0
NM_001081551	DEFB103B	0.0	0.0	204	6296140.0
NM_001466	FZD2	5.61227816502	60.0	1698	6296140.0
NM_001010866	TMEM201	28.0204530879	208.0	1179	6296140.0
NM_001004195	OR4F4	0.0	0.0	918	6296140.0
NM_004104	FASN	121.565400597	5768.0	7536	6296140.0
NM_003432	ZNF131	17.5876748733	196.0	1770	6296140.0
NM_001010895	C9orf102	3.78691027376	51.0	2139	6296140.0
NM_002087	GRN	99.4677097813	1116.0	1782	6296140.0
NM_001010896	C10orf113	0.0	0.0	438	6296140.0
NM_001010891	MTX3	30.9535967932	183.0	939	6296140.0
NM_002080	GOT2	126.767170283	1032.0	1293	6296140.0
NM_001010893	SLC10A5	0.0	0.0	1317	6296140.0
NM_001145297	EXOC7	37.620818792	523.0	2208	6296140.0
NM_001462	FPR2	0.0	0.0	1056	6296140.0
NM_001004196	CD200	0.0	0.0	885	6296140.0
NM_016321	RHCG	0.0	0.0	1440	6296140.0
NM_002088	GRIK5	0.0	0.0	2943	6296140.0
NM_031938	BCO2	0.0	0.0	1740	6296140.0
NM_007009	ZPBP	0.0	0.0	1056	6296140.0
NM_014008	CCDC22	15.0059925841	178.0	1884	6296140.0
NM_014009	FOXP3	0.0	0.0	1296	6296140.0
NM_019891	ERO1LB	0.904999840856	8.0	1404	6296140.0
NM_014007	ZBTB43	12.2174978516	108.0	1404	6296140.0
NM_004101	F2RL2	5.22365908142	37.0	1125	6296140.0
NM_014002	IKBKE	1.18142238639	16.0	2151	6296140.0
NM_014003	DHX38	35.093800832	814.0	3684	6296140.0
NM_014000	VCL	147.679229537	3166.0	3405	6296140.0
NM_006530	YEATS4	60.6052196057	261.0	684	6296140.0
NM_018231	SLC38A7	12.5781295376	110.0	1389	6296140.0
NM_018230	NUP133	43.6992900683	955.0	3471	6296140.0
NM_018233	OGFOD1	77.6099863523	796.0	1629	6296140.0
NM_018232	FAM21B	0.0	0.0	3762	6296140.0
NM_018235	CNDP2	78.6351699955	707.0	1428	6296140.0
NM_001039140	C20orf27	32.8243442278	124.0	600	6296140.0
NM_018237	CCAR1	68.2134784478	1483.0	3453	6296140.0
NM_000330	RS1	0.0	0.0	675	6296140.0
NM_018238	AGK	27.9105801983	223.0	1269	6296140.0
NM_018584	CAMK2N1	3.35079055	5.0	237	6296140.0
NM_004335	BST2	463.319918525	1584.0	543	6296140.0
NM_002229	JUNB	101.62524075	668.0	1044	6296140.0
NM_002228	JUN	39.5474026841	248.0	996	6296140.0
NM_002559	P2RX3	0.0	0.0	1194	6296140.0
NM_000332	ATXN1	1.10296855604	17.0	2448	6296140.0
NM_002594	PCSK2	0.0	0.0	1917	6296140.0
NM_133372	FNIP1	30.98519378	683.0	3501	6296140.0
NM_001080495	TNRC18	3.19188475363	179.0	8907	6296140.0
NM_002221	ITPKB	1.00629866148	18.0	2841	6296140.0
NM_002552	ORC4L	39.8583053479	329.0	1311	6296140.0
NM_002223	ITPR2	1.66547435553	85.0	8106	6296140.0
NM_002550	OR3A1	0.0	0.0	948	6296140.0
NM_002225	IVD	34.964361533	282.0	1281	6296140.0
NM_002224	ITPR3	10.6003864219	535.0	8016	6296140.0
NM_002227	JAK1	49.9630431621	1090.0	3465	6296140.0
NM_002226	JAG2	2.82018110213	66.0	3717	6296140.0
NM_001039469	MARK2	17.4461946507	260.0	2367	6296140.0
NM_001004063	OR4K1	0.0	0.0	936	6296140.0
NM_001080497	MEGF9	27.050303837	327.0	1920	6296140.0
NM_001004065	AKAP2	0.781027259917	14.0	2847	6296140.0
NM_001004064	OR8J3	0.0	0.0	948	6296140.0
NM_001004067	NOMO3	0.0432890357237	1.0	3669	6296140.0
NM_001080490	PLA2G4E	0.0	0.0	2520	6296140.0
NM_007104	RPL10A	343.3976231	1414.0	654	6296140.0
NM_001039465	SFRS5	238.919957986	1232.0	819	6296140.0
NM_001039464	C1orf175	0.0	0.0	3972	6296140.0
NM_007007	CPSF6	87.7579329373	915.0	1656	6296140.0
NM_153839	GPR111	0.0	0.0	1929	6296140.0
NM_001009955	SSBP3	5.55749902271	38.0	1086	6296140.0
NM_005688	ABCC5	6.9215495478	188.0	4314	6296140.0
NM_000486	AQP2	0.0	0.0	816	6296140.0
NM_005686	SOX13	7.05333343062	83.0	1869	6296140.0
NM_005687	FARSB	121.767728587	1357.0	1770	6296140.0
NM_005684	GPR52	0.0	0.0	1086	6296140.0
NM_007005	TLE4	2.80444718126	41.0	2322	6296140.0
NM_000448	RAG1	0.0	0.0	3132	6296140.0
NM_001122742	ESR1	0.0	0.0	1788	6296140.0
NM_005680	TAF1B	11.0559021305	123.0	1767	6296140.0
NM_005681	TAF1A	27.9386092777	238.0	1353	6296140.0
NM_018055	NODAL	0.0	0.0	1044	6296140.0
NM_033109	PNPT1	34.0344583008	504.0	2352	6296140.0
NM_001130009	GEN1	6.17371178564	106.0	2727	6296140.0
NM_018056	TMEM39B	10.6314535057	99.0	1479	6296140.0
NM_018051	WDR60	0.595416952466	12.0	3201	6296140.0
NM_018050	MANSC1	1.83828092674	15.0	1296	6296140.0
NM_018053	XKR8	0.668465791541	5.0	1188	6296140.0
NM_018052	VAC14	16.4304281452	243.0	2349	6296140.0
NM_033100	PCDH21	0.0	0.0	2580	6296140.0
NM_001130002	C3orf55	0.38928301978	1.0	408	6296140.0
NM_033102	SLC45A3	0.76451250094	8.0	1662	6296140.0
NM_033103	RHPN2	7.70633052257	100.0	2061	6296140.0
NM_018059	RADIL	0.0	0.0	3228	6296140.0
NM_018058	CRTAC1	0.0	0.0	1986	6296140.0
NM_033106	GALP	0.0	0.0	351	6296140.0
NM_033107	GTPBP10	39.2975188627	288.0	1164	6296140.0
NM_013390	TMEM2	11.7054928838	306.0	4152	6296140.0
NM_181532	ERAS	0.0	0.0	702	6296140.0
NM_004637	RAB7A	1085.32105915	4264.0	624	6296140.0
NM_003164	STX5	34.3531330039	231.0	1068	6296140.0
NM_001001556	GALK2	13.9446738871	118.0	1344	6296140.0
NM_005641	TAF6	29.8289549316	382.0	2034	6296140.0
NM_004327	BCR	4.45349567912	107.0	3816	6296140.0
NM_013237	PRELID1	35.3752096884	147.0	660	6296140.0
NM_004322	BAD	68.9192186498	220.0	507	6296140.0
NM_007098	CLTCL1	2.32288807415	72.0	4923	6296140.0
NM_001142353	PPP3CB	25.4647341152	253.0	1578	6296140.0
NM_025251	KIAA1688	0.427338489875	9.0	3345	6296140.0
NM_033364	C3orf15	0.0	0.0	2304	6296140.0
NM_004321	KIF1A	0.0	0.0	5073	6296140.0
NM_033360	KRAS	68.8252378971	247.0	570	6296140.0
NM_012373	OR3A3	0.0	0.0	966	6296140.0
NM_079834	SCAMP4	40.7426993571	177.0	690	6296140.0
NM_012377	OR7C2	0.0	0.0	960	6296140.0
NM_012374	OR4D1	0.0	0.0	933	6296140.0
NM_012375	OR52A1	0.0	0.0	939	6296140.0
NM_012378	OR8B8	0.0	0.0	936	6296140.0
NM_014911	AAK1	8.36513366413	152.0	2886	6296140.0
NM_014912	CPEB3	0.681662970258	9.0	2097	6296140.0
NM_014913	ADNP2	16.041761755	343.0	3396	6296140.0
NM_014915	ANKRD26	2.07314253433	67.0	5133	6296140.0
NM_014916	LMTK2	6.40660459148	182.0	4512	6296140.0
NM_014918	CHSY1	4.48329933614	68.0	2409	6296140.0
NM_005023	PGGT1B	22.1294008704	158.0	1134	6296140.0
NM_005020	PDE1C	0.0	0.0	1905	6296140.0
NM_005021	ENPP3	0.0	0.0	2628	6296140.0
NM_005026	PIK3CD	1.72253079757	34.0	3135	6296140.0
NM_005027	PIK3R2	7.48021473399	103.0	2187	6296140.0
NM_005024	SERPINB10	0.0	0.0	1194	6296140.0
NM_005025	SERPINI1	3.34915999499	26.0	1233	6296140.0
NM_033030	BOLL	0.0	0.0	852	6296140.0
NM_181537	KRT27	0.0	0.0	1380	6296140.0
NM_080414	VPS16A	0.0	0.0	972	6296140.0
NM_176801	ADD1	53.1820494715	666.0	1989	6296140.0
NM_001005338	OR5H1	0.0	0.0	942	6296140.0
NM_001005339	RGS10	15.9991043294	55.0	546	6296140.0
NM_177400	NKX6-2	0.0	0.0	834	6296140.0
NM_177401	MIDN	22.6896388672	201.0	1407	6296140.0
NM_004962	GDF10	0.0	0.0	1437	6296140.0
NM_001034837	KCNIP1	0.0	0.0	684	6296140.0
NM_001034832	SSX4B	0.0	0.0	567	6296140.0
NM_001042690	C4orf44	0.0	0.0	837	6296140.0
NM_001002814	RAB11FIP1	6.67966004034	162.0	3852	6296140.0
NM_001042693	FAM159A	0.0	0.0	573	6296140.0
NM_001129730	ZNF837	0.0	0.0	1596	6296140.0
NM_001042697	ZSWIM7	10.5134024065	28.0	423	6296140.0
NM_017417	GALNT8	0.0	0.0	1914	6296140.0
NM_001856	COL16A1	0.527775608125	16.0	4815	6296140.0
NM_001855	COL15A1	0.876657513226	23.0	4167	6296140.0
NM_022916	VPS33A	39.6403573509	447.0	1791	6296140.0
NM_001853	COL9A3	0.0	0.0	2055	6296140.0
NM_001018090	GCOM1	0.864759376063	9.0	1653	6296140.0
NM_001851	COL9A1	0.0	0.0	2766	6296140.0
NM_001850	COL8A1	5.32978094195	75.0	2235	6296140.0
NM_153260	LRRC57	35.7361812158	162.0	720	6296140.0
NM_001859	SLC31A1	53.2196765052	192.0	573	6296140.0
NM_001858	COL19A1	0.0	0.0	3429	6296140.0
NM_005235	ERBB4	1.17290468297	29.0	3927	6296140.0
NM_013233	STK39	12.7023191949	131.0	1638	6296140.0
NM_024618	NLRX1	0.650932262583	12.0	2928	6296140.0
NM_152522	ARL6IP6	51.5431297027	221.0	681	6296140.0
NM_206866	BACH1	8.33287506112	116.0	2211	6296140.0
NM_182663	RASSF5	0.50541757222	4.0	1257	6296140.0
NM_206862	TACC2	3.48282237839	194.0	8847	6296140.0
NM_153261	TMEM188	18.8815875888	51.0	429	6296140.0
NM_152525	ALS2CR11	0.0	0.0	1872	6296140.0
NM_025248	SNIP	0.0447149414612	1.0	3552	6296140.0
NM_001148	ANK2	0.0	0.0	11874	6296140.0
NM_004319	ASTN1	0.0	0.0	3885	6296140.0
NM_014435	NAAA	12.0591228794	82.0	1080	6296140.0
NM_004649	C21orf33	32.0803939869	163.0	807	6296140.0
NM_032039	ITFG3	10.3395822686	108.0	1659	6296140.0
NM_001141	ALOX15B	0.0	0.0	2031	6296140.0
NM_004312	ARR3	0.0	0.0	1167	6296140.0
NM_004311	ARL3	63.3574068914	219.0	549	6296140.0
NM_004310	RHOH	0.0	0.0	576	6296140.0
NM_004317	ASNA1	120.903051805	797.0	1047	6296140.0
NM_001144	AMFR	11.9202812889	145.0	1932	6296140.0
NM_025246	TMEM22	34.0985533258	266.0	1239	6296140.0
NM_003829	MPDZ	6.89652425248	266.0	6126	6296140.0
NM_001146040	GLRA1	0.0	0.0	1374	6296140.0
NM_032441	ZMAT1	0.0	0.0	1404	6296140.0
NM_001001548	CD36	0.335787467379	3.0	1419	6296140.0
NM_001014438	CARS	51.079832019	713.0	2217	6296140.0
NM_032111	MRPL14	181.672519423	501.0	438	6296140.0
NM_022906	STAG3L4	0.0	0.0	453	6296140.0
NM_016184	CLEC4A	0.0	0.0	714	6296140.0
NM_022904	RASAL3	0.0	0.0	3036	6296140.0
NM_016186	SERPINA10	0.0	0.0	1335	6296140.0
NM_022902	SLC30A5	23.9830865136	347.0	2298	6296140.0
NM_022903	CCDC71	5.54312402524	49.0	1404	6296140.0
NM_022900	CASD1	0.597095759662	9.0	2394	6296140.0
NM_022901	LRRC19	0.0	0.0	1113	6296140.0
NM_016188	ACTL6B	0.0	0.0	1281	6296140.0
NM_022908	NT5DC2	32.6190777572	321.0	1563	6296140.0
NM_022909	CENPH	101.401947894	475.0	744	6296140.0
NM_017858	TIPIN	97.119668352	554.0	906	6296140.0
NM_017489	TERF1	5.29424906901	44.0	1320	6296140.0
NM_001040424	PRDM15	2.73917890763	61.0	3537	6296140.0
NM_001004304	ZNF740	9.82437971568	36.0	582	6296140.0
NM_017850	C1orf109	27.5093333978	106.0	612	6296140.0
NM_017851	PARP16	2.28763848661	14.0	972	6296140.0
NM_017852	NLRP2	0.0	0.0	3189	6296140.0
NM_017853	TXNL4B	23.6476458416	67.0	450	6296140.0
NM_017854	TMEM160	10.924640936	39.0	567	6296140.0
NM_017855	ODAM	0.0	0.0	840	6296140.0
NM_017856	GEMIN8	5.6646286335	26.0	729	6296140.0
NM_017857	SSH3	6.89856696871	86.0	1980	6296140.0
NM_025029	FAM128B	71.5889025054	215.0	477	6296140.0
NM_020056	HLA-DQA2	0.0	0.0	768	6296140.0
NM_025027	ZNF606	0.0	0.0	2379	6296140.0
NM_001161404	LIMS2	7.85496894511	50.0	1011	6296140.0
NM_001146321	GRAMD3	5.88249896556	49.0	1323	6296140.0
NM_021928	SPCS3	261.494954016	894.0	543	6296140.0
NM_016328	GTF2IRD1	11.8017635497	214.0	2880	6296140.0
NM_016459	MGC29506	0.0	0.0	570	6296140.0
NM_016458	C8orf30A	1.08322231591	8.0	1173	6296140.0
NM_198085	RNF148	0.0	0.0	918	6296140.0
NM_016320	NUP98	82.6620121157	2812.0	5403	6296140.0
NM_016323	HERC5	6.35309888281	123.0	3075	6296140.0
NM_016322	RAB14	240.447145217	981.0	648	6296140.0
NM_198081	SCML4	0.0	0.0	1245	6296140.0
NM_016456	TMEM9	124.012029823	431.0	552	6296140.0
NM_016327	UPB1	0.0	0.0	1155	6296140.0
NM_198082	CCDC57	0.520177310274	9.0	2748	6296140.0
NM_024993	LRRTM4	0.918077873238	9.0	1557	6296140.0
NM_173179	SLC35C2	12.5846904099	87.0	1098	6296140.0
NM_020738	KIDINS220	6.60287271022	221.0	5316	6296140.0
NM_024997	ATF7IP2	0.0	0.0	2049	6296140.0
NM_024996	GFM1	88.1436148191	1252.0	2256	6296140.0
