RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_139343	BIN1	41.6818444954	366.0	1782	4927498.0
NM_006277	ITSN2	3.82459837112	96.0	5094	4927498.0
NM_006274	CCL19	0.0	0.0	297	4927498.0
NM_006275	SFRS6	160.001241421	816.0	1035	4927498.0
NM_001002030	ECHDC1	155.679041934	695.0	906	4927498.0
NM_001002031	ATP5G2	1018.13894945	2378.0	474	4927498.0
NM_003358	UGCG	20.3799049595	119.0	1185	4927498.0
NM_003359	UGDH	402.195633934	2943.0	1485	4927498.0
NM_001002034	FAM109B	24.4572033338	94.0	780	4927498.0
NM_001002035	DEFB108B	0.0	0.0	222	4927498.0
NM_001002036	ASTL	0.0	0.0	1296	4927498.0
NM_001145004	LOC727832	0.0	0.0	2253	4927498.0
NM_004810	GRAP2	0.0	0.0	993	4927498.0
NM_004811	LPXN	0.0	0.0	1161	4927498.0
NM_004813	PEX16	28.5043230975	142.0	1011	4927498.0
NM_004814	SNRNP40	169.307918954	896.0	1074	4927498.0
NM_004815	ARHGAP29	15.7058177662	293.0	3786	4927498.0
NM_020199	C5orf15	21.6167090736	85.0	798	4927498.0
NM_004817	TJP2	2.66955200117	47.0	3573	4927498.0
NM_004818	DDX23	59.8199095717	726.0	2463	4927498.0
NM_020196	XAB2	45.8359796025	580.0	2568	4927498.0
NM_020195	SDR39U1	14.9560984347	65.0	882	4927498.0
NM_020194	MFF	138.253516519	701.0	1029	4927498.0
NM_020193	C11orf30	3.17018154855	62.0	3969	4927498.0
NM_020192	C7orf36	49.4691581163	166.0	681	4927498.0
NM_020191	MRPS22	94.819050822	506.0	1083	4927498.0
NM_020190	OLFML3	0.0	0.0	1221	4927498.0
NM_152221	CSNK1E	58.4007916741	360.0	1251	4927498.0
NM_014315	KLHDC2	22.7708082688	137.0	1221	4927498.0
NM_182970	RIMS4	0.0	0.0	810	4927498.0
NM_032961	PCDH10	0.0	0.0	3123	4927498.0
NM_005664	MKRN3	1.59797441785	12.0	1524	4927498.0
NM_006712	FASTK	9.7166529299	79.0	1650	4927498.0
NM_032965	CCL15	0.0	0.0	342	4927498.0
NM_032966	CXCR5	0.0	0.0	984	4927498.0
NM_145119	PJA1	5.67231291804	54.0	1932	4927498.0
NM_003689	AKR7A2	34.5754316634	184.0	1080	4927498.0
NM_205856	SPACA5	0.0	0.0	480	4927498.0
NM_014310	RASD2	0.0	0.0	801	4927498.0
NM_145314	UCMA	0.0	0.0	417	4927498.0
NM_003680	YARS	326.473121283	2553.0	1587	4927498.0
NM_032830	CIRH1A	150.360786453	1527.0	2061	4927498.0
NM_003682	MADD	11.5756180827	282.0	4944	4927498.0
NM_003683	RRP1	169.118959223	1155.0	1386	4927498.0
NM_003684	MKNK1	11.7584855769	81.0	1398	4927498.0
NM_003685	KHSRP	104.321695071	1098.0	2136	4927498.0
NM_003687	PDLIM4	0.0	0.0	993	4927498.0
NM_003176	SYCP1	0.0	0.0	2931	4927498.0
NM_003177	SYK	0.0	0.0	1908	4927498.0
NM_003175	XCL2	0.0	0.0	345	4927498.0
NM_003172	SURF1	10.1134261329	45.0	903	4927498.0
NM_001013618	IGLL3	0.0	0.0	675	4927498.0
NM_001127328	ACADM	114.810335698	723.0	1278	4927498.0
NM_006411	AGPAT1	3.33474004102	14.0	852	4927498.0
NM_130434	DPP8	8.50382988618	111.0	2649	4927498.0
NM_001128844	SMARCA4	79.6747329737	1941.0	4944	4927498.0
NM_001127325	MAD2L2	102.428652661	321.0	636	4927498.0
NM_001127322	CBX5	161.720004757	459.0	576	4927498.0
NM_001127323	GRM8	0.0	0.0	2727	4927498.0
NM_006418	OLFM4	0.0	0.0	1533	4927498.0
NM_006419	CXCL13	0.0	0.0	330	4927498.0
NM_002889	RARRES2	0.0	0.0	492	4927498.0
NM_001098398	COPA	149.219386387	2722.0	3702	4927498.0
NM_001113347	ECE1	95.6335405777	1073.0	2277	4927498.0
NM_002887	RARS	173.263780916	1693.0	1983	4927498.0
NM_002886	RAP2B	112.133222963	305.0	552	4927498.0
NM_002881	RALB	41.5035899929	127.0	621	4927498.0
NM_002880	RAF1	11.1529914557	107.0	1947	4927498.0
NM_002883	RANGAP1	184.995432946	1608.0	1764	4927498.0
NM_002882	RANBP1	68.9871398019	206.0	606	4927498.0
NM_024298	MBOAT7	44.478643821	311.0	1419	4927498.0
NM_024299	PPDPF	127.648049222	217.0	345	4927498.0
NM_020890	KIAA1524	39.050426346	523.0	2718	4927498.0
NM_004444	EPHB4	4.998252641	73.0	2964	4927498.0
NM_024292	UBL5	447.02254627	489.0	222	4927498.0
NM_024293	FAM134A	30.9636917989	249.0	1632	4927498.0
NM_024294	C6orf106	32.3531921992	143.0	897	4927498.0
NM_024295	DERL1	109.793102099	409.0	756	4927498.0
NM_024296	CCDC28B	49.1370508389	146.0	603	4927498.0
NM_024297	PHF23	55.2566896471	330.0	1212	4927498.0
NM_032507	PGBD1	0.250546606256	3.0	2430	4927498.0
NM_032505	KBTBD8	5.05671306647	45.0	1806	4927498.0
NM_032504	C2orf21	0.0	0.0	9777	4927498.0
NM_032501	ACSS1	0.0	0.0	2070	4927498.0
NM_001469	XRCC6	241.978733787	2182.0	1830	4927498.0
NM_001081552	SPAG11A	0.0	0.0	327	4927498.0
NM_001081550	THOC2	23.6384592942	557.0	4782	4927498.0
NM_001081551	DEFB103B	0.0	0.0	204	4927498.0
NM_001466	FZD2	4.900266663	41.0	1698	4927498.0
NM_001010866	TMEM201	37.1803513406	216.0	1179	4927498.0
NM_001004195	OR4F4	0.0	0.0	918	4927498.0
NM_004104	FASN	145.339971804	5397.0	7536	4927498.0
NM_003432	ZNF131	31.1866826499	272.0	1770	4927498.0
NM_001010895	C9orf102	3.70021846266	39.0	2139	4927498.0
NM_002087	GRN	121.856758497	1070.0	1782	4927498.0
NM_001010896	C10orf113	0.0	0.0	438	4927498.0
NM_001010891	MTX3	30.041578699	139.0	939	4927498.0
NM_002080	GOT2	137.492536686	876.0	1293	4927498.0
NM_001010893	SLC10A5	0.0	0.0	1317	4927498.0
NM_001145297	EXOC7	50.5518628112	550.0	2208	4927498.0
NM_001462	FPR2	0.0	0.0	1056	4927498.0
NM_001004196	CD200	0.0	0.0	885	4927498.0
NM_016321	RHCG	0.0	0.0	1440	4927498.0
NM_002088	GRIK5	0.0	0.0	2943	4927498.0
NM_031938	BCO2	0.0	0.0	1740	4927498.0
NM_007009	ZPBP	0.0	0.0	1056	4927498.0
NM_014008	CCDC22	12.1722563008	113.0	1884	4927498.0
NM_014009	FOXP3	0.0	0.0	1296	4927498.0
NM_019891	ERO1LB	1.73455342793	12.0	1404	4927498.0
NM_014007	ZBTB43	10.8409589246	75.0	1404	4927498.0
NM_004101	F2RL2	0.0	0.0	1125	4927498.0
NM_014002	IKBKE	0.188696188812	2.0	2151	4927498.0
NM_014003	DHX38	44.9514888358	816.0	3684	4927498.0
NM_014000	VCL	127.010573429	2131.0	3405	4927498.0
NM_006530	YEATS4	30.5600926315	103.0	684	4927498.0
NM_018231	SLC38A7	10.9580319151	75.0	1389	4927498.0
NM_018230	NUP133	49.4055386494	845.0	3471	4927498.0
NM_018233	OGFOD1	78.859890378	633.0	1629	4927498.0
NM_018232	FAM21B	0.0	0.0	3762	4927498.0
NM_018235	CNDP2	88.1123989229	620.0	1428	4927498.0
NM_001039140	C20orf27	40.2503122951	119.0	600	4927498.0
NM_018237	CCAR1	48.3700793885	823.0	3453	4927498.0
NM_000330	RS1	0.0	0.0	675	4927498.0
NM_018238	AGK	24.14842822	151.0	1269	4927498.0
NM_018584	CAMK2N1	0.0	0.0	237	4927498.0
NM_004335	BST2	560.615334441	1500.0	543	4927498.0
NM_002229	JUNB	86.6977653028	446.0	1044	4927498.0
NM_002228	JUN	46.4567743408	228.0	996	4927498.0
NM_002559	P2RX3	0.0	0.0	1194	4927498.0
NM_000332	ATXN1	0.663211604796	8.0	2448	4927498.0
NM_002594	PCSK2	0.0	0.0	1917	4927498.0
NM_133372	FNIP1	40.5769567973	700.0	3501	4927498.0
NM_001080495	TNRC18	6.03792848691	265.0	8907	4927498.0
NM_002221	ITPKB	0.142867125004	2.0	2841	4927498.0
NM_002552	ORC4L	21.8267947372	141.0	1311	4927498.0
NM_002223	ITPR2	0.075108346065	3.0	8106	4927498.0
NM_002550	OR3A1	0.0	0.0	948	4927498.0
NM_002225	IVD	52.5971845078	332.0	1281	4927498.0
NM_002224	ITPR3	10.8357656508	428.0	8016	4927498.0
NM_002227	JAK1	38.9486087907	665.0	3465	4927498.0
NM_002226	JAG2	5.18686073485	95.0	3717	4927498.0
NM_001039469	MARK2	22.0347642689	257.0	2367	4927498.0
NM_001004063	OR4K1	0.0	0.0	936	4927498.0
NM_001080497	MEGF9	21.3512686019	202.0	1920	4927498.0
NM_001004065	AKAP2	0.0	0.0	2847	4927498.0
NM_001004064	OR8J3	0.0	0.0	948	4927498.0
NM_001004067	NOMO3	0.0	0.0	3669	4927498.0
NM_001080490	PLA2G4E	0.0	0.0	2520	4927498.0
NM_007104	RPL10A	279.589325248	901.0	654	4927498.0
NM_001039465	SFRS5	174.44651618	704.0	819	4927498.0
NM_001039464	C1orf175	0.0	0.0	3972	4927498.0
NM_007007	CPSF6	112.255772934	916.0	1656	4927498.0
NM_153839	GPR111	0.0	0.0	1929	4927498.0
NM_001009955	SSBP3	14.2022551392	76.0	1086	4927498.0
NM_005688	ABCC5	0.940856518626	20.0	4314	4927498.0
NM_000486	AQP2	0.0	0.0	816	4927498.0
NM_005686	SOX13	3.80042604995	35.0	1869	4927498.0
NM_005687	FARSB	104.567112414	912.0	1770	4927498.0
NM_005684	GPR52	0.0	0.0	1086	4927498.0
NM_007005	TLE4	4.19519898848	48.0	2322	4927498.0
NM_000448	RAG1	0.0	0.0	3132	4927498.0
NM_001122742	ESR1	0.0	0.0	1788	4927498.0
NM_005680	TAF1B	13.4376354697	117.0	1767	4927498.0
NM_005681	TAF1A	16.3494160136	109.0	1353	4927498.0
NM_018055	NODAL	0.0	0.0	1044	4927498.0
NM_033109	PNPT1	44.2642990211	513.0	2352	4927498.0
NM_001130009	GEN1	6.99545969943	94.0	2727	4927498.0
NM_018056	TMEM39B	10.016782169	73.0	1479	4927498.0
NM_018051	WDR60	0.63399797272	10.0	3201	4927498.0
NM_018050	MANSC1	3.44501583602	22.0	1296	4927498.0
NM_018053	XKR8	0.0	0.0	1188	4927498.0
NM_018052	VAC14	17.4518670565	202.0	2349	4927498.0
NM_033100	PCDH21	0.0	0.0	2580	4927498.0
NM_001130002	C3orf55	9.45076536834	19.0	408	4927498.0
NM_033102	SLC45A3	0.122107551786	1.0	1662	4927498.0
NM_033103	RHPN2	3.24944725145	33.0	2061	4927498.0
NM_018059	RADIL	0.0	0.0	3228	4927498.0
NM_018058	CRTAC1	0.0	0.0	1986	4927498.0
NM_033106	GALP	0.0	0.0	351	4927498.0
NM_033107	GTPBP10	25.6293680472	147.0	1164	4927498.0
NM_013390	TMEM2	14.6634935742	300.0	4152	4927498.0
NM_181532	ERAS	0.0	0.0	702	4927498.0
NM_004637	RAB7A	1086.91454178	3342.0	624	4927498.0
NM_003164	STX5	69.3577754117	365.0	1068	4927498.0
NM_001001556	GALK2	18.7238847711	124.0	1344	4927498.0
NM_005641	TAF6	43.8013115628	439.0	2034	4927498.0
NM_004327	BCR	4.62683945044	87.0	3816	4927498.0
NM_013237	PRELID1	49.198242683	160.0	660	4927498.0
NM_004322	BAD	126.488973052	316.0	507	4927498.0
NM_007098	CLTCL1	3.21542445323	78.0	4923	4927498.0
NM_001142353	PPP3CB	25.3356919901	197.0	1578	4927498.0
NM_025251	KIAA1688	0.72804574374	12.0	3345	4927498.0
NM_033364	C3orf15	0.0	0.0	2304	4927498.0
NM_004321	KIF1A	0.0	0.0	5073	4927498.0
NM_033360	KRAS	39.5204304711	111.0	570	4927498.0
NM_012373	OR3A3	0.0	0.0	966	4927498.0
NM_079834	SCAMP4	53.2357071641	181.0	690	4927498.0
NM_012377	OR7C2	0.0	0.0	960	4927498.0
NM_012374	OR4D1	0.0	0.0	933	4927498.0
NM_012375	OR52A1	0.0	0.0	939	4927498.0
NM_012378	OR8B8	0.0	0.0	936	4927498.0
NM_014911	AAK1	3.09406827684	44.0	2886	4927498.0
NM_014912	CPEB3	0.0	0.0	2097	4927498.0
NM_014913	ADNP2	20.5572162448	344.0	3396	4927498.0
NM_014915	ANKRD26	0.672126781249	17.0	5133	4927498.0
NM_014916	LMTK2	7.3764652427	164.0	4512	4927498.0
NM_014918	CHSY1	5.47583180548	65.0	2409	4927498.0
NM_005023	PGGT1B	17.0013768531	95.0	1134	4927498.0
NM_005020	PDE1C	0.0	0.0	1905	4927498.0
NM_005021	ENPP3	0.0	0.0	2628	4927498.0
NM_005026	PIK3CD	2.58938119384	40.0	3135	4927498.0
NM_005027	PIK3R2	13.4552807064	145.0	2187	4927498.0
NM_005024	SERPINB10	0.0	0.0	1194	4927498.0
NM_005025	SERPINI1	5.43155781446	33.0	1233	4927498.0
NM_033030	BOLL	0.0	0.0	852	4927498.0
NM_181537	KRT27	0.0	0.0	1380	4927498.0
NM_080414	VPS16A	0.0	0.0	972	4927498.0
NM_176801	ADD1	64.5866070517	633.0	1989	4927498.0
NM_001005338	OR5H1	0.0	0.0	942	4927498.0
NM_001005339	RGS10	11.5223906284	31.0	546	4927498.0
NM_177400	NKX6-2	0.0	0.0	834	4927498.0
NM_177401	MIDN	59.5702602636	413.0	1407	4927498.0
NM_004962	GDF10	0.0	0.0	1437	4927498.0
NM_001034837	KCNIP1	0.0	0.0	684	4927498.0
NM_001034832	SSX4B	0.0	0.0	567	4927498.0
NM_001042690	C4orf44	0.0	0.0	837	4927498.0
NM_001002814	RAB11FIP1	5.9007238109	112.0	3852	4927498.0
NM_001042693	FAM159A	0.0	0.0	573	4927498.0
NM_001129730	ZNF837	0.0	0.0	1596	4927498.0
NM_001042697	ZSWIM7	25.9075852427	54.0	423	4927498.0
NM_017417	GALNT8	0.0	0.0	1914	4927498.0
NM_001856	COL16A1	1.0115526533	24.0	4815	4927498.0
NM_001855	COL15A1	0.292214184403	6.0	4167	4927498.0
NM_022916	VPS33A	42.9454509518	379.0	1791	4927498.0
NM_001853	COL9A3	0.0	0.0	2055	4927498.0
NM_001018090	GCOM1	0.122772384191	1.0	1653	4927498.0
NM_001851	COL9A1	0.0	0.0	2766	4927498.0
NM_001850	COL8A1	1.81604251515	20.0	2235	4927498.0
NM_153260	LRRC57	38.0517658252	135.0	720	4927498.0
NM_001859	SLC31A1	10.2710990942	29.0	573	4927498.0
NM_001858	COL19A1	0.0	0.0	3429	4927498.0
NM_005235	ERBB4	1.60204361678	31.0	3927	4927498.0
NM_013233	STK39	13.0091507095	105.0	1638	4927498.0
NM_024618	NLRX1	2.56450880789	37.0	2928	4927498.0
NM_152522	ARL6IP6	75.3957650809	253.0	681	4927498.0
NM_206866	BACH1	20.8358229273	227.0	2211	4927498.0
NM_182663	RASSF5	1.13015056283	7.0	1257	4927498.0
NM_206862	TACC2	2.33979434937	102.0	8847	4927498.0
NM_153261	TMEM188	12.7726206966	27.0	429	4927498.0
NM_152525	ALS2CR11	0.0	0.0	1872	4927498.0
NM_025248	SNIP	0.0	0.0	3552	4927498.0
NM_001148	ANK2	0.0	0.0	11874	4927498.0
NM_004319	ASTN1	0.0	0.0	3885	4927498.0
NM_014435	NAAA	15.2207063301	81.0	1080	4927498.0
NM_004649	C21orf33	8.29877420722	33.0	807	4927498.0
NM_032039	ITFG3	7.7066867494	63.0	1659	4927498.0
NM_001141	ALOX15B	0.0	0.0	2031	4927498.0
NM_004312	ARR3	0.0	0.0	1167	4927498.0
NM_004311	ARL3	52.1219087441	141.0	549	4927498.0
NM_004310	RHOH	0.0	0.0	576	4927498.0
NM_004317	ASNA1	175.418519309	905.0	1047	4927498.0
NM_001144	AMFR	9.66394052703	92.0	1932	4927498.0
NM_025246	TMEM22	35.0522588607	214.0	1239	4927498.0
NM_003829	MPDZ	4.24039701872	128.0	6126	4927498.0
NM_001146040	GLRA1	0.0	0.0	1374	4927498.0
NM_032441	ZMAT1	0.0	0.0	1404	4927498.0
NM_001001548	CD36	0.0	0.0	1419	4927498.0
NM_001014438	CARS	43.4811938462	475.0	2217	4927498.0
NM_032111	MRPL14	209.892845282	453.0	438	4927498.0
NM_022906	STAG3L4	0.0	0.0	453	4927498.0
NM_016184	CLEC4A	0.0	0.0	714	4927498.0
NM_022904	RASAL3	0.0	0.0	3036	4927498.0
NM_016186	SERPINA10	0.0	0.0	1335	4927498.0
NM_022902	SLC30A5	12.9819775487	147.0	2298	4927498.0
NM_022903	CCDC71	3.75819909384	26.0	1404	4927498.0
NM_022900	CASD1	1.44111393824	17.0	2394	4927498.0
NM_022901	LRRC19	0.0	0.0	1113	4927498.0
NM_016188	ACTL6B	0.0	0.0	1281	4927498.0
NM_022908	NT5DC2	30.2531420337	233.0	1563	4927498.0
NM_022909	CENPH	96.2886977512	353.0	744	4927498.0
NM_017858	TIPIN	70.1115685256	313.0	906	4927498.0
NM_017489	TERF1	0.153744508385	1.0	1320	4927498.0
NM_001040424	PRDM15	8.77869406654	153.0	3537	4927498.0
NM_001004304	ZNF740	14.9940520548	43.0	582	4927498.0
NM_017850	C1orf109	68.6424010964	207.0	612	4927498.0
NM_017851	PARP16	1.87909954692	9.0	972	4927498.0
NM_017852	NLRP2	0.0	0.0	3189	4927498.0
NM_017853	TXNL4B	14.4314845204	32.0	450	4927498.0
NM_017854	TMEM160	32.2131350901	90.0	567	4927498.0
NM_017855	ODAM	0.0	0.0	840	4927498.0
NM_017856	GEMIN8	10.5786344864	38.0	729	4927498.0
NM_017857	SSH3	6.45726935215	63.0	1980	4927498.0
NM_025029	FAM128B	111.044146811	261.0	477	4927498.0
NM_020056	HLA-DQA2	0.0	0.0	768	4927498.0
NM_025027	ZNF606	0.0	0.0	2379	4927498.0
NM_001161404	LIMS2	0.200734669701	1.0	1011	4927498.0
NM_001146321	GRAMD3	10.8911075781	71.0	1323	4927498.0
NM_021928	SPCS3	200.326546174	536.0	543	4927498.0
NM_016328	GTF2IRD1	12.9657868738	184.0	2880	4927498.0
NM_016459	MGC29506	0.0	0.0	570	4927498.0
NM_016458	C8orf30A	0.0	0.0	1173	4927498.0
NM_198085	RNF148	0.0	0.0	918	4927498.0
NM_016320	NUP98	81.1695882023	2161.0	5403	4927498.0
NM_016323	HERC5	11.0216063181	167.0	3075	4927498.0
NM_016322	RAB14	270.903518015	865.0	648	4927498.0
NM_198081	SCML4	0.0	0.0	1245	4927498.0
NM_016456	TMEM9	78.3094311185	213.0	552	4927498.0
NM_016327	UPB1	0.0	0.0	1155	4927498.0
NM_198082	CCDC57	0.590808591172	8.0	2748	4927498.0
NM_024993	LRRTM4	0.130342165104	1.0	1557	4927498.0
NM_173179	SLC35C2	16.080163336	87.0	1098	4927498.0
NM_020738	KIDINS220	3.1304186583	82.0	5316	4927498.0
NM_024997	ATF7IP2	0.0	0.0	2049	4927498.0
NM_024996	GFM1	101.021591068	1123.0	2256	4927498.0
NM_015984	UCHL5	152.514552317	744.0	990	4927498.0
NM_015985	ANGPT4	0.0	0.0	1512	4927498.0
NM_001156474	CCDC81	0.0	0.0	1959	4927498.0
