RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_182970	RIMS4	1.07190777258	4.0	810	4606993.0
NM_032961	PCDH10	0.0	0.0	3123	4606993.0
NM_005664	MKRN3	2.84857380509	20.0	1524	4606993.0
NM_006712	FASTK	18.6804290913	142.0	1650	4606993.0
NM_032965	CCL15	0.0	0.0	342	4606993.0
NM_032966	CXCR5	0.0	0.0	984	4606993.0
NM_145119	PJA1	7.30278781399	65.0	1932	4606993.0
NM_003689	AKR7A2	22.5100632243	112.0	1080	4606993.0
NM_205856	SPACA5	0.0	0.0	480	4606993.0
NM_014310	RASD2	0.0	0.0	801	4606993.0
NM_145314	UCMA	0.0	0.0	417	4606993.0
NM_003680	YARS	155.923068243	1140.0	1587	4606993.0
NM_032830	CIRH1A	61.9272481715	588.0	2061	4606993.0
NM_003682	MADD	19.5372753149	445.0	4944	4606993.0
NM_003683	RRP1	42.2846734964	270.0	1386	4606993.0
NM_003684	MKNK1	9.1606710393	59.0	1398	4606993.0
NM_003685	KHSRP	89.6292545516	882.0	2136	4606993.0
NM_003687	PDLIM4	0.0	0.0	993	4606993.0
NM_003176	SYCP1	0.0	0.0	2931	4606993.0
NM_003177	SYK	0.0	0.0	1908	4606993.0
NM_003175	XCL2	0.0	0.0	345	4606993.0
NM_003172	SURF1	23.0762869314	96.0	903	4606993.0
NM_001013618	IGLL3	0.0	0.0	675	4606993.0
NM_001127328	ACADM	53.670875092	316.0	1278	4606993.0
NM_006411	AGPAT1	38.469788634	151.0	852	4606993.0
NM_130434	DPP8	13.76606358	168.0	2649	4606993.0
NM_001128844	SMARCA4	62.9583209024	1434.0	4944	4606993.0
NM_001127325	MAD2L2	51.5349998682	151.0	636	4606993.0
NM_001127322	CBX5	88.5580054302	235.0	576	4606993.0
NM_001127323	GRM8	0.0	0.0	2727	4606993.0
NM_006418	OLFM4	0.424777541973	3.0	1533	4606993.0
NM_006419	CXCL13	0.0	0.0	330	4606993.0
NM_002889	RARRES2	0.44118155274	1.0	492	4606993.0
NM_001098398	COPA	113.162710756	1930.0	3702	4606993.0
NM_001113347	ECE1	84.7463842731	889.0	2277	4606993.0
NM_002887	RARS	108.913775758	995.0	1983	4606993.0
NM_002886	RAP2B	36.1768873247	92.0	552	4606993.0
NM_002881	RALB	29.7104871749	85.0	621	4606993.0
NM_002880	RAF1	48.4959814676	435.0	1947	4606993.0
NM_002883	RANGAP1	82.3208762593	669.0	1764	4606993.0
NM_002882	RANBP1	70.5628396333	197.0	606	4606993.0
NM_024298	MBOAT7	45.8903433294	300.0	1419	4606993.0
NM_024299	PPDPF	196.29893644	312.0	345	4606993.0
NM_020890	KIAA1524	35.1386985052	440.0	2718	4606993.0
NM_004444	EPHB4	25.0455373786	342.0	2964	4606993.0
NM_024292	UBL5	75.2870357838	77.0	222	4606993.0
NM_024293	FAM134A	41.2310112892	310.0	1632	4606993.0
NM_024294	C6orf106	19.116883603	79.0	897	4606993.0
NM_024295	DERL1	38.760950705	135.0	756	4606993.0
NM_024296	CCDC28B	6.47944250592	18.0	603	4606993.0
NM_024297	PHF23	34.3859523086	192.0	1212	4606993.0
NM_032507	PGBD1	4.73425932891	53.0	2430	4606993.0
NM_032505	KBTBD8	0.360566983303	3.0	1806	4606993.0
NM_032504	C2orf21	0.0	0.0	9777	4606993.0
NM_032501	ACSS1	0.20972108594	2.0	2070	4606993.0
NM_001469	XRCC6	145.775064007	1229.0	1830	4606993.0
NM_001081552	SPAG11A	0.0	0.0	327	4606993.0
NM_001081550	THOC2	36.0407133448	794.0	4782	4606993.0
NM_001081551	DEFB103B	0.0	0.0	204	4606993.0
NM_001466	FZD2	21.4760320514	168.0	1698	4606993.0
NM_001010866	TMEM201	17.3059919009	94.0	1179	4606993.0
NM_001004195	OR4F4	0.0	0.0	918	4606993.0
NM_004104	FASN	152.513231198	5295.0	7536	4606993.0
NM_003432	ZNF131	40.7143274298	332.0	1770	4606993.0
NM_001010895	C9orf102	7.00197819188	69.0	2139	4606993.0
NM_002087	GRN	80.5148906452	661.0	1782	4606993.0
NM_001010896	C10orf113	0.0	0.0	438	4606993.0
NM_001010891	MTX3	11.7892731857	51.0	939	4606993.0
NM_002080	GOT2	66.1424297259	394.0	1293	4606993.0
NM_001010893	SLC10A5	0.659259905689	4.0	1317	4606993.0
NM_001145297	EXOC7	33.0310710356	336.0	2208	4606993.0
NM_001462	FPR2	0.0	0.0	1056	4606993.0
NM_001004196	CD200	0.0	0.0	885	4606993.0
NM_016321	RHCG	0.0	0.0	1440	4606993.0
NM_002088	GRIK5	0.147510243934	2.0	2943	4606993.0
NM_031938	BCO2	0.124747887327	1.0	1740	4606993.0
NM_007009	ZPBP	0.0	0.0	1056	4606993.0
NM_014008	CCDC22	12.4430058314	108.0	1884	4606993.0
NM_014009	FOXP3	0.0	0.0	1296	4606993.0
NM_019891	ERO1LB	1.39141874326	9.0	1404	4606993.0
NM_014007	ZBTB43	10.6675436983	69.0	1404	4606993.0
NM_004101	F2RL2	1.92943399065	10.0	1125	4606993.0
NM_014002	IKBKE	4.23829642298	42.0	2151	4606993.0
NM_014003	DHX38	33.3487267521	566.0	3684	4606993.0
NM_014000	VCL	139.543975954	2189.0	3405	4606993.0
NM_006530	YEATS4	29.830064987	94.0	684	4606993.0
NM_018231	SLC38A7	12.5017321208	80.0	1389	4606993.0
NM_018230	NUP133	36.2081551616	579.0	3471	4606993.0
NM_018233	OGFOD1	34.9110293888	262.0	1629	4606993.0
NM_018232	FAM21B	0.0	0.0	3762	4606993.0
NM_018235	CNDP2	32.6808015748	215.0	1428	4606993.0
NM_001039140	C20orf27	45.9446469024	127.0	600	4606993.0
NM_018237	CCAR1	54.1867539077	862.0	3453	4606993.0
NM_000330	RS1	0.0	0.0	675	4606993.0
NM_018238	AGK	10.9471432094	64.0	1269	4606993.0
NM_018584	CAMK2N1	0.915870565182	1.0	237	4606993.0
NM_004335	BST2	241.046000628	603.0	543	4606993.0
NM_002229	JUNB	33.8898427237	163.0	1044	4606993.0
NM_002228	JUN	37.0486195494	170.0	996	4606993.0
NM_002559	P2RX3	0.0	0.0	1194	4606993.0
NM_000332	ATXN1	1.95071451261	22.0	2448	4606993.0
NM_002594	PCSK2	0.0	0.0	1917	4606993.0
NM_133372	FNIP1	12.089962345	195.0	3501	4606993.0
NM_001080495	TNRC18	10.7714275497	442.0	8907	4606993.0
NM_002221	ITPKB	3.97296333872	52.0	2841	4606993.0
NM_002552	ORC4L	22.6829911372	137.0	1311	4606993.0
NM_002223	ITPR2	5.32879391385	199.0	8106	4606993.0
NM_002550	OR3A1	0.0	0.0	948	4606993.0
NM_002225	IVD	19.1474860313	113.0	1281	4606993.0
NM_002224	ITPR3	54.4819590549	2012.0	8016	4606993.0
NM_002227	JAK1	43.9134164755	701.0	3465	4606993.0
NM_002226	JAG2	15.5335787383	266.0	3717	4606993.0
NM_001039469	MARK2	17.4235959232	190.0	2367	4606993.0
NM_001004063	OR4K1	0.0	0.0	936	4606993.0
NM_001080497	MEGF9	52.3434338479	463.0	1920	4606993.0
NM_001004065	AKAP2	0.457452737509	6.0	2847	4606993.0
NM_001004064	OR8J3	0.0	0.0	948	4606993.0
NM_001004067	NOMO3	0.118321790105	2.0	3669	4606993.0
NM_001080490	PLA2G4E	0.0	0.0	2520	4606993.0
NM_007104	RPL10A	104.879783437	316.0	654	4606993.0
NM_001039465	SFRS5	139.141874326	525.0	819	4606993.0
NM_001039464	C1orf175	0.0	0.0	3972	4606993.0
NM_007007	CPSF6	59.9015851717	457.0	1656	4606993.0
NM_153839	GPR111	0.112525310497	1.0	1929	4606993.0
NM_001009955	SSBP3	3.39782919624	17.0	1086	4606993.0
NM_005688	ABCC5	10.7172141866	213.0	4314	4606993.0
NM_000486	AQP2	0.0	0.0	816	4606993.0
NM_005686	SOX13	6.73598544087	58.0	1869	4606993.0
NM_005687	FARSB	76.2780471728	622.0	1770	4606993.0
NM_005684	GPR52	0.0	0.0	1086	4606993.0
NM_007005	TLE4	5.79578039827	62.0	2322	4606993.0
NM_000448	RAG1	0.0	0.0	3132	4606993.0
NM_001122742	ESR1	0.0	0.0	1788	4606993.0
NM_005680	TAF1B	9.82733781316	80.0	1767	4606993.0
NM_005681	TAF1A	15.2408172765	95.0	1353	4606993.0
NM_018055	NODAL	0.0	0.0	1044	4606993.0
NM_033109	PNPT1	34.6079917009	375.0	2352	4606993.0
NM_001130009	GEN1	10.1088332018	127.0	2727	4606993.0
NM_018056	TMEM39B	17.1711797849	117.0	1479	4606993.0
NM_018051	WDR60	4.13643885062	61.0	3201	4606993.0
NM_018050	MANSC1	1.5073703052	9.0	1296	4606993.0
NM_018053	XKR8	2.19253862574	12.0	1188	4606993.0
NM_018052	VAC14	21.3457496092	231.0	2349	4606993.0
NM_033100	PCDH21	0.0	0.0	2580	4606993.0
NM_001130002	C3orf55	0.532013048893	1.0	408	4606993.0
NM_033102	SLC45A3	2.08963970107	16.0	1662	4606993.0
NM_033103	RHPN2	4.73933021721	45.0	2061	4606993.0
NM_018059	RADIL	0.0	0.0	3228	4606993.0
NM_018058	CRTAC1	0.0	0.0	1986	4606993.0
NM_033106	GALP	0.0	0.0	351	4606993.0
NM_033107	GTPBP10	19.7667528681	106.0	1164	4606993.0
NM_013390	TMEM2	17.3042625787	331.0	4152	4606993.0
NM_181532	ERAS	0.0	0.0	702	4606993.0
NM_004637	RAB7A	241.063297269	693.0	624	4606993.0
NM_003164	STX5	25.2018765633	124.0	1068	4606993.0
NM_001001556	GALK2	11.1437733277	69.0	1344	4606993.0
NM_005641	TAF6	40.3388301143	378.0	2034	4606993.0
NM_004327	BCR	26.2225551206	461.0	3816	4606993.0
NM_013237	PRELID1	49.9898806669	152.0	660	4606993.0
NM_004322	BAD	34.2503075263	80.0	507	4606993.0
NM_007098	CLTCL1	4.40912703531	100.0	4923	4606993.0
NM_001142353	PPP3CB	30.5371444338	222.0	1578	4606993.0
NM_025251	KIAA1688	4.1530417736	64.0	3345	4606993.0
NM_033364	C3orf15	0.0	0.0	2304	4606993.0
NM_004321	KIF1A	0.0	0.0	5073	4606993.0
NM_033360	KRAS	19.4212763533	51.0	570	4606993.0
NM_012373	OR3A3	0.0	0.0	966	4606993.0
NM_079834	SCAMP4	15.0999181877	48.0	690	4606993.0
NM_012377	OR7C2	0.0	0.0	960	4606993.0
NM_012374	OR4D1	0.0	0.0	933	4606993.0
NM_012375	OR52A1	0.0	0.0	939	4606993.0
NM_012378	OR8B8	0.0	0.0	936	4606993.0
NM_014911	AAK1	5.94173409283	79.0	2886	4606993.0
NM_014912	CPEB3	0.207020814447	2.0	2097	4606993.0
NM_014913	ADNP2	12.3359350771	193.0	3396	4606993.0
NM_014915	ANKRD26	7.01971162583	166.0	5133	4606993.0
NM_014916	LMTK2	7.2642420027	151.0	4512	4606993.0
NM_014918	CHSY1	16.3989875295	182.0	2409	4606993.0
NM_005023	PGGT1B	8.99636880561	47.0	1134	4606993.0
NM_005020	PDE1C	0.455771808815	4.0	1905	4606993.0
NM_005021	ENPP3	0.0	0.0	2628	4606993.0
NM_005026	PIK3CD	1.59247542291	23.0	3135	4606993.0
NM_005027	PIK3R2	43.8688181002	442.0	2187	4606993.0
NM_005024	SERPINB10	0.0	0.0	1194	4606993.0
NM_005025	SERPINI1	3.69690819376	21.0	1233	4606993.0
NM_033030	BOLL	0.0	0.0	852	4606993.0
NM_181537	KRT27	0.0	0.0	1380	4606993.0
NM_080414	VPS16A	0.0	0.0	972	4606993.0
NM_176801	ADD1	35.358405711	324.0	1989	4606993.0
NM_001005338	OR5H1	0.0	0.0	942	4606993.0
NM_001005339	RGS10	14.7092838573	37.0	546	4606993.0
NM_177400	NKX6-2	0.0	0.0	834	4606993.0
NM_177401	MIDN	25.763497583	167.0	1407	4606993.0
NM_004962	GDF10	0.0	0.0	1437	4606993.0
NM_001034837	KCNIP1	0.0	0.0	684	4606993.0
NM_001034832	SSX4B	0.0	0.0	567	4606993.0
NM_001042690	C4orf44	0.259332525625	1.0	837	4606993.0
NM_001002814	RAB11FIP1	2.93021517272	52.0	3852	4606993.0
NM_001042693	FAM159A	0.378815574081	1.0	573	4606993.0
NM_001129730	ZNF837	0.136003335807	1.0	1596	4606993.0
NM_001042697	ZSWIM7	11.8023887726	23.0	423	4606993.0
NM_017417	GALNT8	0.0	0.0	1914	4606993.0
NM_001856	COL16A1	3.56133844069	79.0	4815	4606993.0
NM_001855	COL15A1	0.88553935856	17.0	4167	4606993.0
NM_022916	VPS33A	24.2391204856	200.0	1791	4606993.0
NM_001853	COL9A3	0.528129741966	5.0	2055	4606993.0
NM_001018090	GCOM1	1.31313565607	10.0	1653	4606993.0
NM_001851	COL9A1	0.078474809815	1.0	2766	4606993.0
NM_001850	COL8A1	10.5859885058	109.0	2235	4606993.0
NM_153260	LRRC57	10.8530661974	36.0	720	4606993.0
NM_001859	SLC31A1	21.9713032967	58.0	573	4606993.0
NM_001858	COL19A1	0.0	0.0	3429	4606993.0
NM_005235	ERBB4	0.60801491302	11.0	3927	4606993.0
NM_013233	STK39	17.8896695562	135.0	1638	4606993.0
NM_024618	NLRX1	1.92745711156	26.0	2928	4606993.0
NM_152522	ARL6IP6	17.2119111501	54.0	681	4606993.0
NM_206866	BACH1	14.0387920962	143.0	2211	4606993.0
NM_182663	RASSF5	0.0	0.0	1257	4606993.0
NM_206862	TACC2	3.68025303405	150.0	8847	4606993.0
NM_153261	TMEM188	3.03582271256	6.0	429	4606993.0
NM_152525	ALS2CR11	0.0	0.0	1872	4606993.0
NM_025248	SNIP	0.122219213935	2.0	3552	4606993.0
NM_001148	ANK2	0.0182803877336	1.0	11874	4606993.0
NM_004319	ASTN1	0.0	0.0	3885	4606993.0
NM_014435	NAAA	8.4412737091	42.0	1080	4606993.0
NM_004649	C21orf33	19.0970929372	71.0	807	4606993.0
NM_032039	ITFG3	20.149152434	154.0	1659	4606993.0
NM_001141	ALOX15B	0.0	0.0	2031	4606993.0
NM_004312	ARR3	0.0	0.0	1167	4606993.0
NM_004311	ARL3	37.9560785046	96.0	549	4606993.0
NM_004310	RHOH	0.0	0.0	576	4606993.0
NM_004317	ASNA1	73.8049964905	356.0	1047	4606993.0
NM_001144	AMFR	21.0095587879	187.0	1932	4606993.0
NM_025246	TMEM22	18.2198367156	104.0	1239	4606993.0
NM_003829	MPDZ	16.724280918	472.0	6126	4606993.0
NM_001146040	GLRA1	0.0	0.0	1374	4606993.0
NM_032441	ZMAT1	0.0	0.0	1404	4606993.0
NM_001001548	CD36	1.52967811098	10.0	1419	4606993.0
NM_001014438	CARS	32.5053493689	332.0	2217	4606993.0
NM_032111	MRPL14	77.3095126391	156.0	438	4606993.0
NM_022906	STAG3L4	5.27080477578	11.0	453	4606993.0
NM_016184	CLEC4A	0.0	0.0	714	4606993.0
NM_022904	RASAL3	0.0	0.0	3036	4606993.0
NM_016186	SERPINA10	0.0	0.0	1335	4606993.0
NM_022902	SLC30A5	27.2035079622	288.0	2298	4606993.0
NM_022903	CCDC71	15.614810341	101.0	1404	4606993.0
NM_022900	CASD1	6.25615344713	69.0	2394	4606993.0
NM_022901	LRRC19	0.0	0.0	1113	4606993.0
NM_016188	ACTL6B	0.0	0.0	1281	4606993.0
NM_022908	NT5DC2	148.87379352	1072.0	1563	4606993.0
NM_022909	CENPH	56.015825535	192.0	744	4606993.0
NM_017858	TIPIN	18.9269807858	79.0	906	4606993.0
NM_017489	TERF1	4.11100992326	25.0	1320	4606993.0
NM_001040424	PRDM15	6.81193298226	111.0	3537	4606993.0
NM_001004304	ZNF740	16.0371768553	43.0	582	4606993.0
NM_017850	C1orf109	20.2164958579	57.0	612	4606993.0
NM_017851	PARP16	2.45645531217	11.0	972	4606993.0
NM_017852	NLRP2	0.0	0.0	3189	4606993.0
NM_017853	TXNL4B	16.8825474182	35.0	450	4606993.0
NM_017854	TMEM160	28.7118153371	75.0	567	4606993.0
NM_017855	ODAM	0.0	0.0	840	4606993.0
NM_017856	GEMIN8	6.55054749912	22.0	729	4606993.0
NM_017857	SSH3	7.23537746494	66.0	1980	4606993.0
NM_025029	FAM128B	73.2638850223	161.0	477	4606993.0
NM_020056	HLA-DQA2	0.0	0.0	768	4606993.0
NM_025027	ZNF606	0.0	0.0	2379	4606993.0
NM_001161404	LIMS2	1.93229665236	9.0	1011	4606993.0
NM_001146321	GRAMD3	5.25016051878	32.0	1323	4606993.0
NM_021928	SPCS3	97.5376851627	244.0	543	4606993.0
NM_016328	GTF2IRD1	27.5095080698	365.0	2880	4606993.0
NM_016459	MGC29506	0.0	0.0	570	4606993.0
NM_016458	C8orf30A	2.9607682721	16.0	1173	4606993.0
NM_198085	RNF148	0.0	0.0	918	4606993.0
NM_016320	NUP98	51.2623078582	1276.0	5403	4606993.0
NM_016323	HERC5	10.8001244111	153.0	3075	4606993.0
NM_016322	RAB14	103.841065469	310.0	648	4606993.0
NM_198081	SCML4	0.0	0.0	1245	4606993.0
NM_016456	TMEM9	64.8824609628	165.0	552	4606993.0
NM_016327	UPB1	0.0	0.0	1155	4606993.0
NM_198082	CCDC57	9.24169392356	117.0	2748	4606993.0
NM_024993	LRRTM4	0.975869792959	7.0	1557	4606993.0
NM_173179	SLC35C2	29.4554984228	149.0	1098	4606993.0
NM_020738	KIDINS220	18.7009191814	458.0	5316	4606993.0
