RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_004312	ARR3	0.0	0.0	1167	5910777.0
NM_004311	ARL3	29.5838242549	96.0	549	5910777.0
NM_004310	RHOH	0.0	0.0	576	5910777.0
NM_004317	ASNA1	70.2907214009	435.0	1047	5910777.0
NM_001144	AMFR	17.3385786758	198.0	1932	5910777.0
NM_025246	TMEM22	30.4501181401	223.0	1239	5910777.0
NM_003829	MPDZ	21.62420724	783.0	6126	5910777.0
NM_001146040	GLRA1	0.0	0.0	1374	5910777.0
NM_032441	ZMAT1	0.0	0.0	1404	5910777.0
NM_001001548	CD36	0.953812515619	8.0	1419	5910777.0
NM_001014438	CARS	32.8902369539	431.0	2217	5910777.0
NM_032111	MRPL14	91.9302141552	238.0	438	5910777.0
NM_022906	STAG3L4	6.34901195206	17.0	453	5910777.0
NM_016184	CLEC4A	0.0	0.0	714	5910777.0
NM_022904	RASAL3	0.0557254594723	1.0	3036	5910777.0
NM_016186	SERPINA10	0.0	0.0	1335	5910777.0
NM_022902	SLC30A5	30.9947042547	421.0	2298	5910777.0
NM_022903	CCDC71	13.8575405414	115.0	1404	5910777.0
NM_022900	CASD1	5.44154223549	77.0	2394	5910777.0
NM_022901	LRRC19	0.0	0.0	1113	5910777.0
NM_016188	ACTL6B	0.0	0.0	1281	5910777.0
NM_022908	NT5DC2	117.767469299	1088.0	1563	5910777.0
NM_022909	CENPH	36.1559364225	159.0	744	5910777.0
NM_017858	TIPIN	22.2215418322	119.0	906	5910777.0
NM_017489	TERF1	5.38307938503	42.0	1320	5910777.0
NM_001040424	PRDM15	6.50517933681	136.0	3537	5910777.0
NM_001004304	ZNF740	10.1742050232	35.0	582	5910777.0
NM_017850	C1orf109	27.6441985225	100.0	612	5910777.0
NM_017851	PARP16	1.56650458294	9.0	972	5910777.0
NM_017852	NLRP2	0.0	0.0	3189	5910777.0
NM_017853	TXNL4B	13.9105606965	37.0	450	5910777.0
NM_017854	TMEM160	14.3223276155	48.0	567	5910777.0
NM_017855	ODAM	0.0	0.0	840	5910777.0
NM_017856	GEMIN8	3.94527080149	17.0	729	5910777.0
NM_017857	SSH3	2.30703402215	27.0	1980	5910777.0
NM_025029	FAM128B	56.7488452689	160.0	477	5910777.0
NM_020056	HLA-DQA2	0.0	0.0	768	5910777.0
NM_025027	ZNF606	0.0	0.0	2379	5910777.0
NM_001161404	LIMS2	1.00405041518	6.0	1011	5910777.0
NM_001146321	GRAMD3	18.4144212199	144.0	1323	5910777.0
NM_021928	SPCS3	101.883380942	327.0	543	5910777.0
NM_016328	GTF2IRD1	20.2666530418	345.0	2880	5910777.0
NM_016459	MGC29506	0.0	0.0	570	5910777.0
NM_016458	C8orf30A	2.59615081777	18.0	1173	5910777.0
NM_198085	RNF148	0.0	0.0	918	5910777.0
NM_016320	NUP98	60.7779423863	1941.0	5403	5910777.0
NM_016323	HERC5	5.39183235964	98.0	3075	5910777.0
NM_016322	RAB14	83.5469110903	320.0	648	5910777.0
NM_198081	SCML4	0.0	0.0	1245	5910777.0
NM_016456	TMEM9	45.9735040647	150.0	552	5910777.0
NM_016327	UPB1	0.0	0.0	1155	5910777.0
NM_198082	CCDC57	6.09500254761	99.0	2748	5910777.0
NM_024993	LRRTM4	0.325977832289	3.0	1557	5910777.0
NM_173179	SLC35C2	32.8195550328	213.0	1098	5910777.0
NM_020738	KIDINS220	24.6326657444	774.0	5316	5910777.0
