RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_006275	SFRS6	52.9116288444	479.0	1035	8746696.0
NM_001002030	ECHDC1	67.5120898531	535.0	906	8746696.0
NM_001002031	ATP5G2	143.755306717	596.0	474	8746696.0
NM_003358	UGCG	15.0508911731	156.0	1185	8746696.0
NM_003359	UGDH	189.470293382	2461.0	1485	8746696.0
NM_001002034	FAM109B	6.74247269762	46.0	780	8746696.0
NM_001002035	DEFB108B	0.0	0.0	222	8746696.0
NM_001002036	ASTL	0.0882167321548	1.0	1296	8746696.0
NM_001145004	LOC727832	0.0	0.0	2253	8746696.0
NM_004810	GRAP2	0.0	0.0	993	8746696.0
NM_004811	LPXN	0.984744917077	10.0	1161	8746696.0
NM_004813	PEX16	11.6477498931	103.0	1011	8746696.0
NM_004814	SNRNP40	50.777353896	477.0	1074	8746696.0
NM_004815	ARHGAP29	46.9877825837	1556.0	3786	8746696.0
NM_020199	C5orf15	25.0721238756	175.0	798	8746696.0
NM_004817	TJP2	5.7596415553	180.0	3573	8746696.0
NM_004818	DDX23	43.8655283007	945.0	2463	8746696.0
NM_020196	XAB2	19.366458302	435.0	2568	8746696.0
NM_020195	SDR39U1	12.4439602582	96.0	882	8746696.0
NM_020194	MFF	67.3307135402	606.0	1029	8746696.0
NM_020193	C11orf30	7.28778228087	253.0	3969	8746696.0
NM_020192	C7orf36	17.1241501571	102.0	681	8746696.0
NM_020191	MRPS22	51.1999161249	485.0	1083	8746696.0
NM_020190	OLFML3	0.0	0.0	1221	8746696.0
NM_152221	CSNK1E	59.4948873318	651.0	1251	8746696.0
NM_014315	KLHDC2	16.760745612	179.0	1221	8746696.0
NM_182970	RIMS4	0.0	0.0	810	8746696.0
NM_032961	PCDH10	0.0	0.0	3123	8746696.0
NM_005664	MKRN3	2.55064441317	34.0	1524	8746696.0
NM_006712	FASTK	13.5808857182	196.0	1650	8746696.0
NM_032965	CCL15	0.0	0.0	342	8746696.0
NM_032966	CXCR5	0.0	0.0	984	8746696.0
NM_145119	PJA1	6.509408559	110.0	1932	8746696.0
NM_003689	AKR7A2	12.4914892731	118.0	1080	8746696.0
NM_205856	SPACA5	0.0	0.0	480	8746696.0
NM_014310	RASD2	0.142732690228	1.0	801	8746696.0
NM_145314	UCMA	0.0	0.0	417	8746696.0
NM_003680	YARS	163.244645949	2266.0	1587	8746696.0
NM_032830	CIRH1A	72.6690146449	1310.0	2061	8746696.0
NM_003682	MADD	16.7885862495	726.0	4944	8746696.0
NM_003683	RRP1	41.6566283266	505.0	1386	8746696.0
NM_003684	MKNK1	8.6687137314	106.0	1398	8746696.0
NM_003685	KHSRP	87.6735549726	1638.0	2136	8746696.0
NM_003687	PDLIM4	0.0	0.0	993	8746696.0
NM_003176	SYCP1	0.0	0.0	2931	8746696.0
NM_003177	SYK	0.0	0.0	1908	8746696.0
NM_003175	XCL2	0.0	0.0	345	8746696.0
NM_003172	SURF1	17.0923582036	135.0	903	8746696.0
NM_001013618	IGLL3	0.0	0.0	675	8746696.0
NM_001127328	ACADM	53.5860735827	599.0	1278	8746696.0
NM_006411	AGPAT1	24.6907450899	184.0	852	8746696.0
NM_130434	DPP8	14.6309897968	339.0	2649	8746696.0
NM_001128844	SMARCA4	51.3832488242	2222.0	4944	8746696.0
NM_001127325	MAD2L2	46.7382233756	260.0	636	8746696.0
NM_001127322	CBX5	75.226818345	379.0	576	8746696.0
NM_001127323	GRM8	0.0419247835983	1.0	2727	8746696.0
NM_006418	OLFM4	0.14915705789	2.0	1533	8746696.0
NM_006419	CXCL13	0.0	0.0	330	8746696.0
NM_002889	RARRES2	0.464751564523	2.0	492	8746696.0
NM_001098398	COPA	99.8447554817	3233.0	3702	8746696.0
NM_001113347	ECE1	66.1269834771	1317.0	2277	8746696.0
NM_002887	RARS	115.827902022	2009.0	1983	8746696.0
NM_002886	RAP2B	21.3331071411	103.0	552	8746696.0
NM_002881	RALB	32.0341803025	174.0	621	8746696.0
NM_002880	RAF1	44.6276078599	760.0	1947	8746696.0
NM_002883	RANGAP1	86.0059128265	1327.0	1764	8746696.0
NM_002882	RANBP1	75.6532720032	401.0	606	8746696.0
NM_024298	MBOAT7	29.9720543852	372.0	1419	8746696.0
NM_024299	PPDPF	113.334720656	342.0	345	8746696.0
NM_020890	KIAA1524	35.2493029887	838.0	2718	8746696.0
NM_004444	EPHB4	20.7134315711	537.0	2964	8746696.0
NM_024292	UBL5	83.9441812353	163.0	222	8746696.0
NM_024293	FAM134A	30.8940185226	441.0	1632	8746696.0
NM_024294	C6orf106	21.9225955386	172.0	897	8746696.0
NM_024295	DERL1	37.2022561887	246.0	756	8746696.0
NM_024296	CCDC28B	4.92960365952	26.0	603	8746696.0
NM_024297	PHF23	35.1853746349	373.0	1212	8746696.0
NM_032507	PGBD1	6.2104579437	132.0	2430	8746696.0
NM_032505	KBTBD8	1.32940563805	21.0	1806	8746696.0
NM_032504	C2orf21	0.0	0.0	9777	8746696.0
NM_032501	ACSS1	0.0	0.0	2070	8746696.0
NM_001469	XRCC6	156.187001192	2500.0	1830	8746696.0
NM_001081552	SPAG11A	0.0	0.0	327	8746696.0
NM_001081550	THOC2	37.6553729976	1575.0	4782	8746696.0
NM_001081551	DEFB103B	0.0	0.0	204	8746696.0
NM_001466	FZD2	12.792984762	190.0	1698	8746696.0
NM_001010866	TMEM201	13.0910936877	135.0	1179	8746696.0
NM_001004195	OR4F4	0.0	0.0	918	8746696.0
NM_004104	FASN	122.020597271	8043.0	7536	8746696.0
NM_003432	ZNF131	43.8583688297	679.0	1770	8746696.0
NM_001010895	C9orf102	8.23125211332	154.0	2139	8746696.0
NM_002087	GRN	43.5630262786	679.0	1782	8746696.0
NM_001010896	C10orf113	0.0	0.0	438	8746696.0
NM_001010891	MTX3	11.6885760892	96.0	939	8746696.0
NM_002080	GOT2	58.9770813689	667.0	1293	8746696.0
NM_001010893	SLC10A5	0.86810087223	10.0	1317	8746696.0
NM_001145297	EXOC7	25.7343549736	497.0	2208	8746696.0
NM_001462	FPR2	0.0	0.0	1056	8746696.0
NM_001004196	CD200	0.0	0.0	885	8746696.0
NM_016321	RHCG	0.0793950589393	1.0	1440	8746696.0
NM_002088	GRIK5	0.0388477352608	1.0	2943	8746696.0
NM_031938	BCO2	0.197118767022	3.0	1740	8746696.0
NM_007009	ZPBP	0.0	0.0	1056	8746696.0
NM_014008	CCDC22	7.94961991418	131.0	1884	8746696.0
NM_014009	FOXP3	0.0	0.0	1296	8746696.0
NM_019891	ERO1LB	1.46575493426	18.0	1404	8746696.0
NM_014007	ZBTB43	11.8074703038	145.0	1404	8746696.0
NM_004101	F2RL2	1.62601080708	16.0	1125	8746696.0
NM_014002	IKBKE	3.61430226469	68.0	2151	8746696.0
NM_014003	DHX38	24.982288904	805.0	3684	8746696.0
NM_014000	VCL	127.255939403	3790.0	3405	8746696.0
NM_006530	YEATS4	27.5793362631	165.0	684	8746696.0
NM_018231	SLC38A7	9.79491526267	119.0	1389	8746696.0
NM_018230	NUP133	38.1755049171	1159.0	3471	8746696.0
NM_018233	OGFOD1	39.4431143637	562.0	1629	8746696.0
NM_018232	FAM21B	0.0	0.0	3762	8746696.0
NM_018235	CNDP2	27.7815987751	347.0	1428	8746696.0
NM_001039140	C20orf27	33.1553766131	174.0	600	8746696.0
NM_018237	CCAR1	58.7040581753	1773.0	3453	8746696.0
NM_000330	RS1	0.0	0.0	675	8746696.0
NM_018238	AGK	14.0546146888	156.0	1269	8746696.0
NM_018584	CAMK2N1	0.482400358112	1.0	237	8746696.0
NM_004335	BST2	158.544475707	753.0	543	8746696.0
NM_002229	JUNB	34.9338259333	319.0	1044	8746696.0
NM_002228	JUN	29.3857374773	256.0	996	8746696.0
NM_002559	P2RX3	0.0	0.0	1194	8746696.0
NM_000332	ATXN1	1.72801010633	37.0	2448	8746696.0
NM_002594	PCSK2	0.0	0.0	1917	8746696.0
NM_133372	FNIP1	15.5769431832	477.0	3501	8746696.0
NM_001080495	TNRC18	7.39344759028	576.0	8907	8746696.0
NM_002221	ITPKB	2.37430630323	59.0	2841	8746696.0
NM_002552	ORC4L	23.6332019836	271.0	1311	8746696.0
NM_002223	ITPR2	4.09022657452	290.0	8106	8746696.0
NM_002550	OR3A1	0.0	0.0	948	8746696.0
NM_002225	IVD	14.8154526845	166.0	1281	8746696.0
NM_002224	ITPR3	42.0603644573	2949.0	8016	8746696.0
NM_002227	JAK1	45.335609759	1374.0	3465	8746696.0
NM_002226	JAG2	10.6731565916	347.0	3717	8746696.0
NM_001039469	MARK2	17.2435200252	357.0	2367	8746696.0
NM_001004063	OR4K1	0.0	0.0	936	8746696.0
NM_001080497	MEGF9	36.5018783474	613.0	1920	8746696.0
NM_001004065	AKAP2	0.642522710911	16.0	2847	8746696.0
NM_001004064	OR8J3	0.0	0.0	948	8746696.0
NM_001004067	NOMO3	0.249286203047	8.0	3669	8746696.0
NM_001080490	PLA2G4E	0.0	0.0	2520	8746696.0
NM_007104	RPL10A	72.7229604083	416.0	654	8746696.0
NM_001039465	SFRS5	110.420205048	791.0	819	8746696.0
NM_001039464	C1orf175	0.0	0.0	3972	8746696.0
NM_007007	CPSF6	63.3089296064	917.0	1656	8746696.0
NM_153839	GPR111	0.0	0.0	1929	8746696.0
NM_001009955	SSBP3	3.26353170447	31.0	1086	8746696.0
NM_005688	ABCC5	10.7597420627	406.0	4314	8746696.0
NM_000486	AQP2	0.0	0.0	816	8746696.0
NM_005686	SOX13	6.11711529549	100.0	1869	8746696.0
NM_005687	FARSB	80.0302194108	1239.0	1770	8746696.0
NM_005684	GPR52	0.0	0.0	1086	8746696.0
NM_007005	TLE4	6.30236746929	128.0	2322	8746696.0
NM_000448	RAG1	0.0	0.0	3132	8746696.0
NM_001122742	ESR1	0.0	0.0	1788	8746696.0
NM_005680	TAF1B	12.0346194603	186.0	1767	8746696.0
NM_005681	TAF1A	16.9845571762	201.0	1353	8746696.0
NM_018055	NODAL	0.0	0.0	1044	8746696.0
NM_033109	PNPT1	41.0261814764	844.0	2352	8746696.0
NM_001130009	GEN1	12.2001120271	291.0	2727	8746696.0
NM_018056	TMEM39B	12.9866481803	168.0	1479	8746696.0
NM_018051	WDR60	3.2859285874	92.0	3201	8746696.0
NM_018050	MANSC1	1.67611791094	19.0	1296	8746696.0
NM_018053	XKR8	1.05860078586	11.0	1188	8746696.0
NM_018052	VAC14	16.3048856672	335.0	2349	8746696.0
NM_033100	PCDH21	0.0	0.0	2580	8746696.0
NM_001130002	C3orf55	1.12087142032	4.0	408	8746696.0
NM_033102	SLC45A3	2.20127816843	32.0	1662	8746696.0
NM_033103	RHPN2	3.60571446711	65.0	2061	8746696.0
NM_018059	RADIL	0.0	0.0	3228	8746696.0
NM_018058	CRTAC1	0.0	0.0	1986	8746696.0
NM_033106	GALP	0.0	0.0	351	8746696.0
NM_033107	GTPBP10	24.162290102	246.0	1164	8746696.0
NM_013390	TMEM2	17.5678777815	638.0	4152	8746696.0
NM_181532	ERAS	0.0	0.0	702	8746696.0
NM_004637	RAB7A	224.99338241	1228.0	624	8746696.0
NM_003164	STX5	19.9112102868	186.0	1068	8746696.0
NM_001001556	GALK2	8.93194413068	105.0	1344	8746696.0
NM_005641	TAF6	29.5096679244	525.0	2034	8746696.0
NM_004327	BCR	20.5228737258	685.0	3816	8746696.0
NM_013237	PRELID1	50.4086446938	291.0	660	8746696.0
NM_004322	BAD	18.0400607294	80.0	507	8746696.0
NM_007098	CLTCL1	3.83186390493	165.0	4923	8746696.0
NM_001142353	PPP3CB	31.3716141634	433.0	1578	8746696.0
NM_025251	KIAA1688	2.9052183002	85.0	3345	8746696.0
NM_033364	C3orf15	0.0	0.0	2304	8746696.0
NM_004321	KIF1A	0.0	0.0	5073	8746696.0
NM_033360	KRAS	19.8571221095	99.0	570	8746696.0
NM_012373	OR3A3	0.0	0.0	966	8746696.0
NM_079834	SCAMP4	13.4212169198	81.0	690	8746696.0
NM_012377	OR7C2	0.0	0.0	960	8746696.0
NM_012374	OR4D1	0.0	0.0	933	8746696.0
NM_012375	OR52A1	0.0	0.0	939	8746696.0
NM_012378	OR8B8	0.0	0.0	936	8746696.0
NM_014911	AAK1	6.17993972285	156.0	2886	8746696.0
NM_014912	CPEB3	0.38164148503	7.0	2097	8746696.0
NM_014913	ADNP2	15.7219049575	467.0	3396	8746696.0
NM_014915	ANKRD26	7.03836501456	316.0	5133	8746696.0
NM_014916	LMTK2	7.80436536808	308.0	4512	8746696.0
NM_014918	CHSY1	17.4174764418	367.0	2409	8746696.0
NM_005023	PGGT1B	7.25897681731	72.0	1134	8746696.0
NM_005020	PDE1C	0.0	0.0	1905	8746696.0
NM_005021	ENPP3	0.0	0.0	2628	8746696.0
NM_005026	PIK3CD	1.5316788404	42.0	3135	8746696.0
NM_005027	PIK3R2	23.57673849	451.0	2187	8746696.0
NM_005024	SERPINB10	0.0	0.0	1194	8746696.0
NM_005025	SERPINI1	2.68900053634	29.0	1233	8746696.0
NM_033030	BOLL	0.0	0.0	852	8746696.0
NM_181537	KRT27	0.0	0.0	1380	8746696.0
NM_080414	VPS16A	0.0	0.0	972	8746696.0
NM_176801	ADD1	31.6718026972	551.0	1989	8746696.0
NM_001005338	OR5H1	0.0	0.0	942	8746696.0
NM_001005339	RGS10	15.9139107149	76.0	546	8746696.0
NM_177400	NKX6-2	0.0	0.0	834	8746696.0
NM_177401	MIDN	12.7573808991	157.0	1407	8746696.0
NM_004962	GDF10	0.0	0.0	1437	8746696.0
NM_001034837	KCNIP1	0.0	0.0	684	8746696.0
NM_001034832	SSX4B	0.0	0.0	567	8746696.0
NM_001042690	C4orf44	0.136593649788	1.0	837	8746696.0
NM_001002814	RAB11FIP1	4.03653383766	136.0	3852	8746696.0
NM_001042693	FAM159A	0.0	0.0	573	8746696.0
NM_001129730	ZNF837	0.0	0.0	1596	8746696.0
NM_001042697	ZSWIM7	12.7032094303	47.0	423	8746696.0
NM_017417	GALNT8	0.0	0.0	1914	8746696.0
NM_001856	COL16A1	1.8045680686	76.0	4815	8746696.0
NM_001855	COL15A1	0.795665385483	29.0	4167	8746696.0
NM_022916	VPS33A	20.491106669	321.0	1791	8746696.0
NM_001853	COL9A3	0.222537975421	4.0	2055	8746696.0
NM_001018090	GCOM1	0.691644796568	10.0	1653	8746696.0
NM_001851	COL9A1	0.0413336532439	1.0	2766	8746696.0
NM_001850	COL8A1	4.91077089386	96.0	2235	8746696.0
NM_153260	LRRC57	11.750468723	74.0	720	8746696.0
NM_001859	SLC31A1	17.1593090734	86.0	573	8746696.0
NM_001858	COL19A1	0.0	0.0	3429	8746696.0
NM_005235	ERBB4	0.582270867699	20.0	3927	8746696.0
NM_013233	STK39	14.8669429047	213.0	1638	8746696.0
NM_024618	NLRX1	1.44472976103	37.0	2928	8746696.0
NM_152522	ARL6IP6	13.0949383555	78.0	681	8746696.0
NM_206866	BACH1	15.4610296594	299.0	2211	8746696.0
NM_182663	RASSF5	0.363815067216	4.0	1257	8746696.0
NM_206862	TACC2	4.30332526988	333.0	8847	8746696.0
NM_153261	TMEM188	1.86550627997	7.0	429	8746696.0
NM_152525	ALS2CR11	0.0	0.0	1872	8746696.0
NM_025248	SNIP	0.128748744226	4.0	3552	8746696.0
NM_001148	ANK2	0.0288855191694	3.0	11874	8746696.0
NM_004319	ASTN1	0.0	0.0	3885	8746696.0
NM_014435	NAAA	6.88090510808	65.0	1080	8746696.0
NM_004649	C21orf33	14.1671480635	100.0	807	8746696.0
NM_032039	ITFG3	12.7491523215	185.0	1659	8746696.0
NM_001141	ALOX15B	0.0	0.0	2031	8746696.0
NM_004312	ARR3	0.0	0.0	1167	8746696.0
NM_004311	ARL3	31.6538989083	152.0	549	8746696.0
NM_004310	RHOH	0.0	0.0	576	8746696.0
NM_004317	ASNA1	66.0639688137	605.0	1047	8746696.0
NM_001144	AMFR	19.2323434698	325.0	1932	8746696.0
NM_025246	TMEM22	23.1610573874	251.0	1239	8746696.0
NM_003829	MPDZ	14.8929889207	798.0	6126	8746696.0
NM_001146040	GLRA1	0.0	0.0	1374	8746696.0
NM_032441	ZMAT1	0.0	0.0	1404	8746696.0
NM_001001548	CD36	0.56399027069	7.0	1419	8746696.0
NM_001014438	CARS	32.2823102978	626.0	2217	8746696.0
NM_032111	MRPL14	61.6018649085	236.0	438	8746696.0
NM_022906	STAG3L4	6.81430439638	27.0	453	8746696.0
NM_016184	CLEC4A	0.480373465851	3.0	714	8746696.0
NM_022904	RASAL3	0.0	0.0	3036	8746696.0
NM_016186	SERPINA10	0.0	0.0	1335	8746696.0
NM_022902	SLC30A5	27.6618189683	556.0	2298	8746696.0
NM_022903	CCDC71	10.7488695179	132.0	1404	8746696.0
NM_022900	CASD1	8.50064390448	178.0	2394	8746696.0
NM_022901	LRRC19	0.0	0.0	1113	8746696.0
NM_016188	ACTL6B	0.0	0.0	1281	8746696.0
NM_022908	NT5DC2	126.690741266	1732.0	1563	8746696.0
NM_022909	CENPH	55.6277638762	362.0	744	8746696.0
NM_017858	TIPIN	24.6072103203	195.0	906	8746696.0
NM_017489	TERF1	5.45660586892	63.0	1320	8746696.0
NM_001040424	PRDM15	6.07685336615	188.0	3537	8746696.0
NM_001004304	ZNF740	12.1793657424	62.0	582	8746696.0
NM_017850	C1orf109	17.7471308217	95.0	612	8746696.0
NM_017851	PARP16	2.82293542895	24.0	972	8746696.0
NM_017852	NLRP2	0.0	0.0	3189	8746696.0
NM_017853	TXNL4B	12.7032094303	50.0	450	8746696.0
NM_017854	TMEM160	13.50976241	67.0	567	8746696.0
NM_017855	ODAM	0.0	0.0	840	8746696.0
NM_017856	GEMIN8	3.92074365133	25.0	729	8746696.0
NM_017857	SSH3	3.29128607967	57.0	1980	8746696.0
NM_025029	FAM128B	45.5398073916	190.0	477	8746696.0
NM_020056	HLA-DQA2	0.0	0.0	768	8746696.0
NM_025027	ZNF606	0.0	0.0	2379	8746696.0
NM_001161404	LIMS2	3.84488831421	34.0	1011	8746696.0
NM_001146321	GRAMD3	5.01215065957	58.0	1323	8746696.0
NM_021928	SPCS3	107.591271031	511.0	543	8746696.0
NM_016328	GTF2IRD1	29.8128446317	751.0	2880	8746696.0
NM_016459	MGC29506	0.0	0.0	570	8746696.0
NM_016458	C8orf30A	3.02147948086	31.0	1173	8746696.0
NM_198085	RNF148	0.0	0.0	918	8746696.0
NM_016320	NUP98	53.8528617436	2545.0	5403	8746696.0
NM_016323	HERC5	7.47320515753	201.0	3075	8746696.0
NM_016322	RAB14	99.3320404063	563.0	648	8746696.0
NM_198081	SCML4	0.0	0.0	1245	8746696.0
NM_016456	TMEM9	45.565859913	220.0	552	8746696.0
NM_016327	UPB1	0.0	0.0	1155	8746696.0
NM_198082	CCDC57	6.90633001778	166.0	2748	8746696.0
NM_024993	LRRTM4	0.807718518689	11.0	1557	8746696.0
NM_173179	SLC35C2	17.2846947986	166.0	1098	8746696.0
NM_020738	KIDINS220	18.2805779048	850.0	5316	8746696.0
