RefSeq_Accession	Gene_Name	Expression_Level_(rpkM)	Read_Count	Feature_Length	Total_Mapped_Reads
NM_001425	EMP3	168.147355396	498.0	492	6019691.0
NM_001012968	SPIN4	5.31588747662	24.0	750	6019691.0
NM_030613	ZFP2	0.119856770306	1.0	1386	6019691.0
NM_005801	EIF1	309.899142003	638.0	342	6019691.0
NM_001012961	C1orf84	4.64026490626	15.0	537	6019691.0
NM_001012967	DDX60L	5.74175016697	177.0	5121	6019691.0
NM_014174	THYN1	17.3962025645	71.0	678	6019691.0
NM_001012964	KLK6	0.0	0.0	735	6019691.0
NM_003824	FADD	33.1183181109	125.0	627	6019691.0
NM_012188	FOXI1	0.0	0.0	1137	6019691.0
NM_003826	NAPG	17.1605792476	97.0	939	6019691.0
NM_003827	NAPA	88.1117328789	471.0	888	6019691.0
NM_003820	TNFRSF14	0.97489133594	5.0	852	6019691.0
NM_003821	RIPK2	13.8178683253	135.0	1623	6019691.0
NM_003795	SNX3	193.978255953	571.0	489	6019691.0
NM_012181	FKBP8	62.7302542908	469.0	1242	6019691.0
NM_012180	FBXO8	10.0365063035	58.0	960	6019691.0
NM_012183	FOXD3	0.0	0.0	1437	6019691.0
NM_012182	FOXB1	0.0	0.0	978	6019691.0
NM_003828	MTMR1	23.1140002268	278.0	1998	6019691.0
NM_012184	FOXD4L1	0.0	0.0	1227	6019691.0
NM_012186	FOXE3	0.0	0.0	960	6019691.0
NM_020733	HEG1	44.835972069	1119.0	4146	6019691.0
NM_001083335	ZFP112	1.93868981642	32.0	2742	6019691.0
NM_020731	AHRR	18.4579426271	240.0	2160	6019691.0
NM_001861	COX4I1	289.246818581	888.0	510	6019691.0
NM_001146110	MIER1	24.1346306427	231.0	1590	6019691.0
NM_005806	OLIG2	0.0	0.0	972	6019691.0
NM_020734	RIMKLB	8.72817442059	61.0	1161	6019691.0
NM_020739	CCPG1	86.2750537308	1181.0	2274	6019691.0
NM_005807	PRG4	0.0	0.0	4215	6019691.0
NM_004975	KCNB1	0.0	0.0	2577	6019691.0
NM_001080824	LOC129293	5.93723756278	49.0	1371	6019691.0
NM_144646	IGJ	0.0	0.0	480	6019691.0
NM_144647	CAPSL	0.264946544887	1.0	627	6019691.0
NM_144644	SPATA4	0.0	0.0	918	6019691.0
NM_000156	GAMT	5.84112108454	25.0	711	6019691.0
NM_144642	SYNPR	0.0	0.0	798	6019691.0
NM_144643	SCLT1	12.2963652625	153.0	2067	6019691.0
NM_001161546	LOC389333	0.0545017990959	1.0	3048	6019691.0
NM_000152	GAA	5.34563710922	92.0	2859	6019691.0
NM_004973	JARID2	4.26294103979	96.0	3741	6019691.0
NM_001008783	SLC35D3	0.0	0.0	1251	6019691.0
NM_000159	GCDH	13.3704459121	106.0	1317	6019691.0
NM_000158	GBE1	62.3054023531	791.0	2109	6019691.0
NM_144648	LRGUK	0.134077065088	2.0	2478	6019691.0
NM_144649	TMEM71	0.0	0.0	831	6019691.0
NM_021020	LZTS1	0.0	0.0	1791	6019691.0
NM_021021	SNTB1	0.205468749096	2.0	1617	6019691.0
NM_021023	CFHR3	0.0	0.0	993	6019691.0
NM_021025	TLX3	3.60309154023	19.0	876	6019691.0
NM_001142633	PIK3R5	0.0	0.0	2643	6019691.0
NM_021027	UGT1A9	0.0	0.0	1593	6019691.0
NM_021029	RPL36A	2.07004964043	4.0	321	6019691.0
NM_174856	IDH3B	38.0990867047	161.0	702	6019691.0
NM_015556	SIPA1L1	16.382063207	534.0	5415	6019691.0
NM_173536	GABRG1	0.0	0.0	1398	6019691.0
NM_004445	EPHB6	0.0	0.0	3066	6019691.0
NM_173535	CLEC4F	0.0	0.0	1770	6019691.0
NM_173533	TDRD5	0.0	0.0	2946	6019691.0
NM_173531	ZNF100	1.83559650436	18.0	1629	6019691.0
NM_015554	GLCE	7.79534470175	87.0	1854	6019691.0
NM_173538	CNBD1	0.0	0.0	1311	6019691.0
NM_001001952	OR5D18	0.0	0.0	942	6019691.0
NM_001001953	OR10G9	0.0	0.0	936	6019691.0
NM_001102445	RGS4	0.913759535997	5.0	909	6019691.0
NM_001001956	OR13C9	0.0	0.0	957	6019691.0
NM_001001957	OR2W3	0.0	0.0	945	6019691.0
NM_001001954	OR5A2	0.0	0.0	975	6019691.0
NM_001001955	OR4C13	0.0	0.0	930	6019691.0
NM_001001958	OR7G3	0.0	0.0	939	6019691.0
NM_001001959	OR11L1	0.0	0.0	969	6019691.0
NM_015559	SETBP1	1.76835643203	51.0	4791	6019691.0
NM_201574	SLC4A3	0.219737412228	5.0	3780	6019691.0
NM_201575	SEZ6L2	3.22152895468	53.0	2733	6019691.0
NM_001011724	HNRNPA1L2	1.72504136702	10.0	963	6019691.0
NM_003353	UCN	0.442990623051	1.0	375	6019691.0
NM_003350	UBE2V2	62.2007381682	164.0	438	6019691.0
NM_006271	S100A1	1.1657647975	2.0	285	6019691.0
NM_139343	BIN1	37.1023291192	398.0	1782	6019691.0
NM_006277	ITSN2	8.51152478036	261.0	5094	6019691.0
NM_006274	CCL19	0.0	0.0	297	6019691.0
NM_006275	SFRS6	51.8427432049	323.0	1035	6019691.0
NM_001002030	ECHDC1	59.7743969846	326.0	906	6019691.0
NM_001002031	ATP5G2	171.37849262	489.0	474	6019691.0
NM_003358	UGCG	19.0654192199	136.0	1185	6019691.0
NM_003359	UGDH	100.679687057	900.0	1485	6019691.0
NM_001002034	FAM109B	8.09309792113	38.0	780	6019691.0
NM_001002035	DEFB108B	0.0	0.0	222	6019691.0
NM_001002036	ASTL	0.0	0.0	1296	6019691.0
NM_001145004	LOC727832	0.0	0.0	2253	6019691.0
NM_004810	GRAP2	0.0	0.0	993	6019691.0
NM_004811	LPXN	1.86010274537	13.0	1161	6019691.0
NM_004813	PEX16	18.896113372	115.0	1011	6019691.0
NM_004814	SNRNP40	40.2156291876	260.0	1074	6019691.0
NM_004815	ARHGAP29	37.9982051865	866.0	3786	6019691.0
NM_020199	C5orf15	37.2628390631	179.0	798	6019691.0
NM_004817	TJP2	7.39247576251	159.0	3573	6019691.0
NM_004818	DDX23	44.3125516664	657.0	2463	6019691.0
NM_020196	XAB2	23.3527475061	361.0	2568	6019691.0
NM_020195	SDR39U1	15.6327473271	83.0	882	6019691.0
NM_020194	MFF	66.9974885446	415.0	1029	6019691.0
NM_020193	C11orf30	8.66393225356	207.0	3969	6019691.0
NM_020192	C7orf36	19.7589429885	81.0	681	6019691.0
NM_020191	MRPS22	55.0670476716	359.0	1083	6019691.0
NM_020190	OLFML3	0.0	0.0	1221	6019691.0
NM_152221	CSNK1E	77.8154991331	586.0	1251	6019691.0
NM_014315	KLHDC2	23.6733318215	174.0	1221	6019691.0
NM_182970	RIMS4	0.410176502825	2.0	810	6019691.0
NM_032961	PCDH10	0.0	0.0	3123	6019691.0
NM_005664	MKRN3	1.96206476745	18.0	1524	6019691.0
NM_006712	FASTK	21.8474920914	217.0	1650	6019691.0
NM_032965	CCL15	0.0	0.0	342	6019691.0
NM_032966	CXCR5	0.0	0.0	984	6019691.0
NM_145119	PJA1	9.02834150241	105.0	1932	6019691.0
NM_003689	AKR7A2	12.3052950848	80.0	1080	6019691.0
NM_205856	SPACA5	0.0	0.0	480	6019691.0
NM_014310	RASD2	0.207392613788	1.0	801	6019691.0
NM_145314	UCMA	0.0	0.0	417	6019691.0
NM_003680	YARS	184.8585634	1766.0	1587	6019691.0
NM_032830	CIRH1A	59.8875605763	743.0	2061	6019691.0
NM_003682	MADD	20.9331885741	623.0	4944	6019691.0
NM_003683	RRP1	39.9123045119	333.0	1386	6019691.0
NM_003684	MKNK1	12.2392795532	103.0	1398	6019691.0
NM_003685	KHSRP	86.9493533307	1118.0	2136	6019691.0
NM_003687	PDLIM4	0.0	0.0	993	6019691.0
NM_003176	SYCP1	0.0	0.0	2931	6019691.0
NM_003177	SYK	0.0	0.0	1908	6019691.0
NM_003175	XCL2	0.0	0.0	345	6019691.0
NM_003172	SURF1	18.0286881474	98.0	903	6019691.0
NM_001013618	IGLL3	0.0	0.0	675	6019691.0
NM_001127328	ACADM	55.7637844158	429.0	1278	6019691.0
NM_006411	AGPAT1	36.8508924986	189.0	852	6019691.0
NM_130434	DPP8	14.9879330279	239.0	2649	6019691.0
NM_001128844	SMARCA4	43.8488139474	1305.0	4944	6019691.0
NM_001127325	MAD2L2	39.7019898018	152.0	636	6019691.0
NM_001127322	CBX5	81.9071204079	284.0	576	6019691.0
NM_001127323	GRM8	0.0	0.0	2727	6019691.0
NM_006418	OLFM4	0.0	0.0	1533	6019691.0
NM_006419	CXCL13	0.0	0.0	330	6019691.0
NM_002889	RARRES2	1.6882264598	5.0	492	6019691.0
NM_001098398	COPA	147.588751947	3289.0	3702	6019691.0
NM_001113347	ECE1	108.340098029	1485.0	2277	6019691.0
NM_002887	RARS	111.166519816	1327.0	1983	6019691.0
NM_002886	RAP2B	35.8124212929	119.0	552	6019691.0
NM_002881	RALB	37.9859109138	142.0	621	6019691.0
NM_002880	RAF1	56.8242979492	666.0	1947	6019691.0
NM_002883	RANGAP1	87.0160152422	924.0	1764	6019691.0
NM_002882	RANBP1	49.8912706654	182.0	606	6019691.0
NM_024298	MBOAT7	40.3889442264	345.0	1419	6019691.0
NM_024299	PPDPF	162.26939127	337.0	345	6019691.0
NM_020890	KIAA1524	26.8923667415	440.0	2718	6019691.0
NM_004444	EPHB4	21.0173941858	375.0	2964	6019691.0
NM_024292	UBL5	76.3260870798	102.0	222	6019691.0
NM_024293	FAM134A	50.1825315175	493.0	1632	6019691.0
NM_024294	C6orf106	42.2248587189	228.0	897	6019691.0
NM_024295	DERL1	45.7053817434	208.0	756	6019691.0
NM_024296	CCDC28B	10.7441755591	39.0	603	6019691.0
NM_024297	PHF23	47.2870559878	345.0	1212	6019691.0
NM_032507	PGBD1	4.85375528343	71.0	2430	6019691.0
NM_032505	KBTBD8	1.56371274748	17.0	1806	6019691.0
NM_032504	C2orf21	0.0	0.0	9777	6019691.0
NM_032501	ACSS1	0.0802519244658	1.0	2070	6019691.0
NM_001469	XRCC6	148.60156761	1637.0	1830	6019691.0
NM_001081552	SPAG11A	0.0	0.0	327	6019691.0
NM_001081550	THOC2	28.7290813412	827.0	4782	6019691.0
NM_001081551	DEFB103B	0.0	0.0	204	6019691.0
NM_001466	FZD2	13.5010393068	138.0	1698	6019691.0
NM_001010866	TMEM201	10.0039231033	71.0	1179	6019691.0
NM_001004195	OR4F4	0.0	0.0	918	6019691.0
NM_004104	FASN	119.036094968	5400.0	7536	6019691.0
NM_003432	ZNF131	52.5582095146	560.0	1770	6019691.0
NM_001010895	C9orf102	9.31957832506	120.0	2139	6019691.0
NM_002087	GRN	80.1708619159	860.0	1782	6019691.0
NM_001010896	C10orf113	0.0	0.0	438	6019691.0
NM_001010891	MTX3	11.4993572278	65.0	939	6019691.0
NM_002080	GOT2	52.5473215858	409.0	1293	6019691.0
NM_001010893	SLC10A5	0.25227256438	2.0	1317	6019691.0
NM_001145297	EXOC7	36.4143107264	484.0	2208	6019691.0
NM_001462	FPR2	0.0	0.0	1056	6019691.0
NM_001004196	CD200	0.0	0.0	885	6019691.0
NM_016321	RHCG	0.0	0.0	1440	6019691.0
NM_002088	GRIK5	0.0	0.0	2943	6019691.0
NM_031938	BCO2	0.0	0.0	1740	6019691.0
NM_007009	ZPBP	0.0	0.0	1056	6019691.0
NM_014008	CCDC22	12.8735332336	146.0	1884	6019691.0
NM_014009	FOXP3	0.0	0.0	1296	6019691.0
NM_019891	ERO1LB	0.709920870275	6.0	1404	6019691.0
NM_014007	ZBTB43	12.3052950848	104.0	1404	6019691.0
NM_004101	F2RL2	1.62429895119	11.0	1125	6019691.0
NM_014002	IKBKE	2.78027587689	36.0	2151	6019691.0
NM_014003	DHX38	29.5808070767	656.0	3684	6019691.0
NM_014000	VCL	171.097810027	3507.0	3405	6019691.0
NM_006530	YEATS4	30.6013259345	126.0	684	6019691.0
NM_018231	SLC38A7	17.3416955568	145.0	1389	6019691.0
NM_018230	NUP133	34.4112206108	719.0	3471	6019691.0
NM_018233	OGFOD1	42.8305851017	420.0	1629	6019691.0
NM_018232	FAM21B	0.0	0.0	3762	6019691.0
NM_018235	CNDP2	29.0828927949	250.0	1428	6019691.0
NM_001039140	C20orf27	37.6542029594	136.0	600	6019691.0
NM_018237	CCAR1	52.0061754473	1081.0	3453	6019691.0
NM_000330	RS1	0.0	0.0	675	6019691.0
NM_018238	AGK	14.5307207916	111.0	1269	6019691.0
NM_018584	CAMK2N1	2.10280359043	3.0	237	6019691.0
NM_004335	BST2	249.947057343	817.0	543	6019691.0
NM_002229	JUNB	46.1448565679	290.0	1044	6019691.0
NM_002228	JUN	57.2085029016	343.0	996	6019691.0
NM_002559	P2RX3	0.0	0.0	1194	6019691.0
NM_000332	ATXN1	4.88592598954	72.0	2448	6019691.0
NM_002594	PCSK2	0.0	0.0	1917	6019691.0
NM_133372	FNIP1	17.0344509078	359.0	3501	6019691.0
NM_001080495	TNRC18	12.9062609949	692.0	8907	6019691.0
NM_002221	ITPKB	3.27448190217	56.0	2841	6019691.0
NM_002552	ORC4L	20.7810246512	164.0	1311	6019691.0
NM_002223	ITPR2	4.97995565329	243.0	8106	6019691.0
NM_002550	OR3A1	0.0	0.0	948	6019691.0
NM_002225	IVD	17.3772668293	134.0	1281	6019691.0
NM_002224	ITPR3	58.7725209101	2836.0	8016	6019691.0
NM_002227	JAK1	59.7366143206	1246.0	3465	6019691.0
NM_002226	JAG2	8.93847100588	200.0	3717	6019691.0
NM_001039469	MARK2	9.54479162468	136.0	2367	6019691.0
NM_001004063	OR4K1	0.0	0.0	936	6019691.0
NM_001080497	MEGF9	48.192534578	557.0	1920	6019691.0
NM_001004065	AKAP2	0.466797284564	8.0	2847	6019691.0
NM_001004064	OR8J3	0.0	0.0	948	6019691.0
NM_001004067	NOMO3	0.0905540930195	2.0	3669	6019691.0
NM_001080490	PLA2G4E	0.0	0.0	2520	6019691.0
NM_007104	RPL10A	84.0767753612	331.0	654	6019691.0
NM_001039465	SFRS5	156.588260529	772.0	819	6019691.0
NM_001039464	C1orf175	0.0	0.0	3972	6019691.0
NM_007007	CPSF6	59.6873688215	595.0	1656	6019691.0
NM_153839	GPR111	0.0861179282759	1.0	1929	6019691.0
NM_001009955	SSBP3	4.1300921348	27.0	1086	6019691.0
NM_005688	ABCC5	18.5606293733	482.0	4314	6019691.0
NM_000486	AQP2	0.0	0.0	816	6019691.0
NM_005686	SOX13	5.86624821858	66.0	1869	6019691.0
NM_005687	FARSB	77.8987748162	830.0	1770	6019691.0
NM_005684	GPR52	0.0	0.0	1086	6019691.0
NM_007005	TLE4	2.79015411806	39.0	2322	6019691.0
NM_000448	RAG1	0.0	0.0	3132	6019691.0
NM_001122742	ESR1	0.0	0.0	1788	6019691.0
NM_005680	TAF1B	8.64922269116	92.0	1767	6019691.0
NM_005681	TAF1A	14.6108326339	119.0	1353	6019691.0
NM_018055	NODAL	0.0	0.0	1044	6019691.0
NM_033109	PNPT1	26.3449461732	373.0	2352	6019691.0
NM_001130009	GEN1	11.1478663392	183.0	2727	6019691.0
NM_018056	TMEM39B	11.4566540444	102.0	1479	6019691.0
NM_018051	WDR60	3.6327722134	70.0	3201	6019691.0
NM_018050	MANSC1	2.17906267126	17.0	1296	6019691.0
NM_018053	XKR8	2.23732637905	16.0	1188	6019691.0
NM_018052	VAC14	22.7011478288	321.0	2349	6019691.0
NM_033100	PCDH21	0.0	0.0	2580	6019691.0
NM_001130002	C3orf55	0.407160499128	1.0	408	6019691.0
NM_033102	SLC45A3	1.1994330949	12.0	1662	6019691.0
NM_033103	RHPN2	4.03011847754	50.0	2061	6019691.0
NM_018059	RADIL	0.0	0.0	3228	6019691.0
NM_018058	CRTAC1	0.0	0.0	1986	6019691.0
NM_033106	GALP	0.0	0.0	351	6019691.0
NM_033107	GTPBP10	19.2666669175	135.0	1164	6019691.0
NM_013390	TMEM2	26.8066941333	670.0	4152	6019691.0
NM_181532	ERAS	0.0	0.0	702	6019691.0
NM_004637	RAB7A	278.200241039	1045.0	624	6019691.0
NM_003164	STX5	32.1977032906	207.0	1068	6019691.0
NM_001001556	GALK2	12.2366271434	99.0	1344	6019691.0
NM_005641	TAF6	36.5075236917	447.0	2034	6019691.0
NM_004327	BCR	23.5077571195	540.0	3816	6019691.0
NM_013237	PRELID1	49.5847458756	197.0	660	6019691.0
NM_004322	BAD	34.0762017732	104.0	507	6019691.0
NM_007098	CLTCL1	4.4204579235	131.0	4923	6019691.0
NM_001142353	PPP3CB	36.9509764	351.0	1578	6019691.0
NM_025251	KIAA1688	3.02942018006	61.0	3345	6019691.0
NM_033364	C3orf15	0.0	0.0	2304	6019691.0
NM_004321	KIF1A	0.0	0.0	5073	6019691.0
NM_033360	KRAS	9.03467718065	31.0	570	6019691.0
NM_012373	OR3A3	0.0	0.0	966	6019691.0
NM_079834	SCAMP4	15.6491252708	65.0	690	6019691.0
NM_012377	OR7C2	0.0	0.0	960	6019691.0
NM_012374	OR4D1	0.0	0.0	933	6019691.0
NM_012375	OR52A1	0.0	0.0	939	6019691.0
NM_012378	OR8B8	0.0	0.0	936	6019691.0
NM_014911	AAK1	7.0800216522	123.0	2886	6019691.0
NM_014912	CPEB3	0.871405016732	11.0	2097	6019691.0
NM_014913	ADNP2	12.7672871705	261.0	3396	6019691.0
NM_014915	ANKRD26	7.92904022849	245.0	5133	6019691.0
NM_014916	LMTK2	8.06307733114	219.0	4512	6019691.0
NM_014918	CHSY1	8.61983622064	125.0	2409	6019691.0
NM_005023	PGGT1B	8.64300488096	59.0	1134	6019691.0
NM_005020	PDE1C	0.174405757107	2.0	1905	6019691.0
NM_005021	ENPP3	0.0	0.0	2628	6019691.0
NM_005026	PIK3CD	2.17256166807	41.0	3135	6019691.0
NM_005027	PIK3R2	40.713815836	536.0	2187	6019691.0
NM_005024	SERPINB10	0.0	0.0	1194	6019691.0
NM_005025	SERPINI1	3.09877868923	23.0	1233	6019691.0
NM_033030	BOLL	0.0	0.0	852	6019691.0
NM_181537	KRT27	0.0	0.0	1380	6019691.0
NM_080414	VPS16A	0.0	0.0	972	6019691.0
NM_176801	ADD1	50.5296619431	605.0	1989	6019691.0
NM_001005338	OR5H1	0.0	0.0	942	6019691.0
NM_001005339	RGS10	16.4295972835	54.0	546	6019691.0
NM_177400	NKX6-2	0.0	0.0	834	6019691.0
NM_177401	MIDN	19.8354010322	168.0	1407	6019691.0
NM_004962	GDF10	0.0	0.0	1437	6019691.0
NM_001034837	KCNIP1	0.0	0.0	684	6019691.0
NM_001034832	SSX4B	0.0	0.0	567	6019691.0
NM_001042690	C4orf44	0.0	0.0	837	6019691.0
NM_001002814	RAB11FIP1	3.23445256317	75.0	3852	6019691.0
NM_001042693	FAM159A	0.0	0.0	573	6019691.0
NM_001129730	ZNF837	0.0	0.0	1596	6019691.0
NM_001042697	ZSWIM7	16.1016095258	41.0	423	6019691.0
NM_017417	GALNT8	0.0	0.0	1914	6019691.0
NM_001856	COL16A1	5.58913402915	162.0	4815	6019691.0
NM_001855	COL15A1	1.91356640627	48.0	4167	6019691.0
NM_022916	VPS33A	36.359364371	392.0	1791	6019691.0
NM_001853	COL9A3	0.970052459237	12.0	2055	6019691.0
NM_001018090	GCOM1	1.70844841013	17.0	1653	6019691.0
NM_001851	COL9A1	0.0	0.0	2766	6019691.0
NM_001850	COL8A1	4.38530985907	59.0	2235	6019691.0
NM_153260	LRRC57	14.0741812532	61.0	720	6019691.0
NM_001859	SLC31A1	23.1932263378	80.0	573	6019691.0
NM_001858	COL19A1	0.0	0.0	3429	6019691.0
NM_005235	ERBB4	0.634535842797	15.0	3927	6019691.0
NM_013233	STK39	17.1395181538	169.0	1638	6019691.0
NM_024618	NLRX1	3.57433520136	63.0	2928	6019691.0
NM_152522	ARL6IP6	9.51356514262	39.0	681	6019691.0
NM_206866	BACH1	7.96421405079	106.0	2211	6019691.0
NM_182663	RASSF5	0.132157107116	1.0	1257	6019691.0
NM_206862	TACC2	4.71306571659	251.0	8847	6019691.0
NM_153261	TMEM188	5.03398435286	13.0	429	6019691.0
NM_152525	ALS2CR11	0.0	0.0	1872	6019691.0
NM_025248	SNIP	0.233842178553	5.0	3552	6019691.0
NM_001148	ANK2	0.111922845642	8.0	11874	6019691.0
NM_004319	ASTN1	0.0	0.0	3885	6019691.0
NM_014435	NAAA	10.9209493877	71.0	1080	6019691.0
NM_004649	C21orf33	21.8201700945	106.0	807	6019691.0
NM_032039	ITFG3	16.1214941933	161.0	1659	6019691.0
NM_001141	ALOX15B	0.0	0.0	2031	6019691.0
NM_004312	ARR3	0.0	0.0	1167	6019691.0
NM_004311	ARL3	48.1116865199	159.0	549	6019691.0
NM_004310	RHOH	0.0	0.0	576	6019691.0
NM_004317	ASNA1	95.9918792787	605.0	1047	6019691.0
NM_001144	AMFR	19.6903828957	229.0	1932	6019691.0
NM_025246	TMEM22	25.2064882366	188.0	1239	6019691.0
NM_003829	MPDZ	22.5617163552	832.0	6126	6019691.0
NM_001146040	GLRA1	0.0	0.0	1374	6019691.0
NM_032441	ZMAT1	0.0	0.0	1404	6019691.0
NM_001001548	CD36	0.936555228438	8.0	1419	6019691.0
NM_001014438	CARS	46.0074835172	614.0	2217	6019691.0
NM_032111	MRPL14	69.4069212486	183.0	438	6019691.0
NM_022906	STAG3L4	4.76728319509	13.0	453	6019691.0
NM_016184	CLEC4A	0.232663142359	1.0	714	6019691.0
NM_022904	RASAL3	0.0	0.0	3036	6019691.0
NM_016186	SERPINA10	0.0	0.0	1335	6019691.0
NM_022902	SLC30A5	27.5423347556	381.0	2298	6019691.0
NM_022903	CCDC71	15.9732195812	135.0	1404	6019691.0
NM_022900	CASD1	10.5473957869	152.0	2394	6019691.0
NM_022901	LRRC19	0.0	0.0	1113	6019691.0
NM_016188	ACTL6B	0.0	0.0	1281	6019691.0
NM_022908	NT5DC2	154.005137428	1449.0	1563	6019691.0
NM_022909	CENPH	39.9673999628	179.0	744	6019691.0
NM_017858	TIPIN	18.5190616425	101.0	906	6019691.0
NM_017489	TERF1	1.7618945235	14.0	1320	6019691.0
NM_001040424	PRDM15	5.63601301592	120.0	3537	6019691.0
NM_001004304	ZNF740	14.842469329	52.0	582	6019691.0
NM_017850	C1orf109	14.9292183014	55.0	612	6019691.0
NM_017851	PARP16	3.41813752354	20.0	972	6019691.0
NM_017852	NLRP2	0.0	0.0	3189	6019691.0
NM_017853	TXNL4B	15.1355129543	41.0	450	6019691.0
NM_017854	TMEM160	19.9228587087	68.0	567	6019691.0
NM_017855	ODAM	0.0	0.0	840	6019691.0
NM_017856	GEMIN8	5.24114420277	23.0	729	6019691.0
NM_017857	SSH3	4.19498696071	50.0	1980	6019691.0
NM_025029	FAM128B	67.5630352767	194.0	477	6019691.0
NM_020056	HLA-DQA2	0.0	0.0	768	6019691.0
NM_025027	ZNF606	0.0698282823221	1.0	2379	6019691.0
NM_001161404	LIMS2	2.3003964105	14.0	1011	6019691.0
NM_001146321	GRAMD3	11.1752169647	89.0	1323	6019691.0
NM_021928	SPCS3	99.7340767367	326.0	543	6019691.0
NM_016328	GTF2IRD1	22.264893294	386.0	2880	6019691.0
NM_016459	MGC29506	0.0	0.0	570	6019691.0
NM_016458	C8orf30A	2.40755773397	17.0	1173	6019691.0
NM_198085	RNF148	0.0	0.0	918	6019691.0
NM_016320	NUP98	52.9141353603	1721.0	5403	6019691.0
NM_016323	HERC5	9.45406817488	175.0	3075	6019691.0
NM_016322	RAB14	96.9041987925	378.0	648	6019691.0
NM_198081	SCML4	0.0	0.0	1245	6019691.0
NM_016456	TMEM9	67.712561268	225.0	552	6019691.0
NM_016327	UPB1	0.0	0.0	1155	6019691.0
NM_198082	CCDC57	8.40279702567	139.0	2748	6019691.0
NM_024993	LRRTM4	0.533466549917	5.0	1557	6019691.0
NM_173179	SLC35C2	31.9231630683	211.0	1098	6019691.0
NM_020738	KIDINS220	20.1870726927	646.0	5316	6019691.0
